Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Jeremy, R.",BAL,1,5,9,0,14,14
"Steele, R.",BAL,0,0,9,0,14,14
"Diggler, D.",BAL,0,0,5,0,14,14
"Harp, D.",BAL,0,0,4,0,14,14
"L'Alto, V.",BAL,0,0,3,0,14,14
"Grey, S.",BAL,0,0,2,0,14,14
"Star, L.",BAL,0,0,2,0,14,14
"Brown, M.",BAL,0,0,1,0,14,14
"Morley, R.",PHI,1,5,0,0,14,14
"Becker, K.",PHI,1,2,0,0,14,14
"Kalilmoku, I.",PHI,1,9,0,0,14,14
"Smyles, L.",PHI,1,3,0,0,14,14
"Steele, C.",PHI,1,5,0,0,14,14
"Tyler, J.",PHI,0,0,4,0,14,14
"Van Buren, M.",PHI,0,0,3,0,14,14
"Davenport, C.",PHI,0,0,2,0,14,14
"Fillmore, M.",PHI,0,0,2,0,14,14
"Hayes, R.",PHI,0,0,2,0,14,14
"Ansong, L.",PHI,0,0,1,0,14,14
"Arthur, C.",PHI,0,0,1,0,14,14
"McCargue, B.",PHI,0,0,1,0,14,14
