Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Gustavsson, E.",COL,1,5,0,0,10,6
"Down, D.",COL,0,0,8,0,10,6
"Windchesthair, A.",COL,0,0,7,0,10,6
"Bastard, F.",COL,0,0,4,0,10,6
"Tweed, B.",COL,0,0,2,0,10,6
"Joyce, S.",COL,0,0,1,0,10,6
"Knuckler, B.",COL,0,0,1,0,10,6
"Vibrations, F.",COL,0,0,1,0,10,6
"Ory, K.",NO,1,5,2,0,10,6
"Roll, J.",NO,1,5,2,0,10,6
"Savea, A.",NO,1,5,1,1,10,6
"Brister, T.",NO,1,15,0,0,10,6
"Maximus III, B.",NO,1,5,0,0,10,6
"Mills, B.",NO,1,5,0,0,10,6
"Ruffins, K.",NO,0,0,7,0,10,6
"Armstrong, L.",NO,0,0,5,1,10,6
"Tomatonose, P.",NO,0,0,3,0,10,6
"Bolden, B.",NO,0,0,2,0,10,6
"Tenzini, G.",NO,0,0,2,0,10,6
