Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Bakshi, S.",AUS,11,0,0,0,0,0,0,0,0,0,0,0,4,16
"Humuhumunukunukuapua'a, T.",AUS,10,0,0,0,0,0,0,0,0,0,0,0,4,16
"Jensen, C.",AUS,8,0,0,0,0,0,0,0,0,0,0,0,4,16
"Robertson, A.",AUS,6,0,0,0,0,0,0,0,0,0,0,0,4,16
"Castle, S.",AUS,5,0,0,2,0,0,0,0,0,0,0,0,4,16
"Lavelle Jr., D.",AUS,5,0,0,0,0,0,0,0,0,0,0,0,4,16
"Henry, J.",AUS,4,0,2,0,0,0,0,0,0,0,0,0,4,16
"Waynner, B.",AUS,4,0,0,0,0,0,0,0,0,0,0,0,4,16
"Kuusela, G.",AUS,3,0,0,0,0,0,0,0,0,0,0,0,4,16
"Towers, J.",AUS,3,0,0,0,0,0,0,0,0,0,0,0,4,16
"Snider, N.",AUS,2,0,1,0,0,0,0,0,0,0,0,0,4,16
"Pennington, C.",SJS,10,0,0,0,0,0,0,0,0,0,0,0,4,16
"Deringer, K.",SJS,5,0,1,0,0,0,0,0,0,0,0,0,4,16
"Methane, D.",SJS,5,2,1,0,0,0,0,0,0,0,0,0,4,16
"Pennington, T.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,4,16
"Riposte, F.",SJS,4,0,1,0,0,0,0,0,0,0,0,0,4,16
"Rowland, A.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,4,16
"Staley, T.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,4,16
"Tuck, J.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,4,16
"Tuck, J.",SJS,2,1,0,0,0,0,0,0,0,0,0,0,4,16
"Sackerman, F.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,4,16
"Tell, W.",SJS,1,0,0,1,1,0,0,0,0,0,0,0,4,16
