Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Alexander, W.",HON,7,83,11.9,18,0,6,25
"Podolak, J.",HON,6,89,14.8,36,0,6,25
"Kane-Maika'i, K.",HON,6,71,11.8,30,0,6,25
"Krashwagen, R.",HON,3,51,17,25,1,6,25
"Hex, T.",HON,2,21,10.5,15,0,6,25
"J'Vathon, T.",HON,1,11,11,11,0,6,25
"Ayers, N.",HON,1,2,2,2,0,6,25
"Evans, H.",AZ,5,61,12.2,26,1,6,25
"Raimon, T.",AZ,3,30,10,13,0,6,25
"Donut, S.",AZ,2,63,31.5,51,1,6,25
"Passmann, T.",AZ,2,42,21,36,0,6,25
"Thorbjornsson, G.",AZ,2,16,8,11,0,6,25
"Raccoon, R.",AZ,2,13,6.5,7,1,6,25
