Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Law, C.",AZ,9,87,9.7,18,1,12,5
"Browning, B.",AZ,7,111,15.9,31,1,12,5
"Chess, C.",AZ,6,86,14.3,26,2,12,5
"Mackworthy, R.",AZ,2,58,29,36,0,12,5
"Floggity, J.",AZ,1,34,34,34,1,12,5
"Hayden, A.",AZ,1,17,17,17,0,12,5
"West, D.",AZ,1,6,6,6,0,12,5
"Wright, O.",AZ,1,6,6,6,0,12,5
"DiMirio, P.",PHI,8,91,11.4,37,2,12,5
"Garden, J.",PHI,7,146,20.9,37,1,12,5
"North, F.",PHI,4,107,26.8,44,1,12,5
"Ross, J.",PHI,2,12,6,8,0,12,5
"Milan, C.",PHI,1,10,10,10,0,12,5
"Kroetch, D.",PHI,1,2,2,2,0,12,5
