Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Stropko, B.",ARI,15,1,2,0,0,0,0,0,0,0,0,0,7,1
"Lee, J.",ARI,7,0,1,1,0,0,0,0,0,0,0,0,7,1
"Williams, J.",ARI,7,0,0,1,0,0,0,0,0,0,0,0,7,1
"Blade, B.",ARI,6,1,2,0,0,0,0,0,0,0,0,0,7,1
"Dam, D.",ARI,6,0,1,0,0,0,0,0,0,0,0,0,7,1
"Rashad, I.",ARI,6,0,0,0,0,0,0,0,0,0,0,0,7,1
"Ernston, H.",ARI,4,0,1,1,0,0,0,0,0,0,0,0,7,1
"Tuck, J.",ARI,4,2,2,0,0,0,0,0,0,0,0,0,7,1
"Asipi, A.",ARI,3,0,0,0,0,0,0,0,0,0,0,0,7,1
"Flock, R.",ARI,3,0,0,0,0,0,0,0,0,0,0,0,7,1
"Jackson, M.",ARI,3,0,0,0,0,0,0,0,0,0,0,0,7,1
"Selich, A.",SJS,12,0,0,0,0,0,0,0,0,0,0,0,7,1
"Hackett, A.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,7,1
"Brill, J.",SJS,4,0,0,1,1,0,0,0,0,0,0,0,7,1
"Metas, B.",SJS,4,0,1,0,0,0,0,0,0,0,0,0,7,1
"Leafer, S.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,7,1
"Shoate, T.",SJS,3,0,0,1,0,0,0,0,0,0,0,0,7,1
"Cameron, J.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,7,1
"Canton, J.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,7,1
"Hardrool, C.",SJS,2,0,0,1,1,0,0,0,0,0,0,0,7,1
"Hansen, E.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,7,1
"Miller, D.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,7,1
