Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"North, F.",PHI,2,25,0,0,7,8
"Arthur, C.",PHI,1,5,2,0,7,8
"Flock, R.",PHI,1,5,0,0,7,8
"Tucker, P.",PHI,1,5,0,0,7,8
"Tyler, J.",PHI,0,0,9,0,7,8
"Filmore, M.",PHI,0,0,6,0,7,8
"Hayes, R.",PHI,0,0,4,0,7,8
"Van Buren, M.",PHI,0,0,4,0,7,8
"Kroetch, D.",PHI,0,0,1,1,7,8
"Bush, C.",PHI,0,0,1,0,7,8
"Jahelpme, H.",SJS,1,5,4,1,7,8
"McKoutchie, M.",SJS,0,0,3,0,7,8
"Probincrux III, D.",SJS,0,0,3,0,7,8
"Tacktheritrix, J.",SJS,0,0,3,0,7,8
"Petrakis, A.",SJS,0,0,2,0,7,8
"Rucker, F.",SJS,0,0,2,0,7,8
"Tuck Jr., T.",SJS,0,0,1,0,7,8
