Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Selich, A.",SJS,10,1,0,0,0,0,0,0,0,0,0,0,13,1
"Hackett, A.",SJS,9,0,1,0,0,0,0,0,0,0,0,0,13,1
"Brill, J.",SJS,6,0,0,0,0,0,0,0,0,0,0,0,13,1
"Miller, D.",SJS,6,1,2,0,0,0,0,0,0,0,0,0,13,1
"Oaks, J.",SJS,5,1,1,0,0,0,0,0,0,0,0,0,13,1
"Shoate, T.",SJS,5,0,0,1,0,0,0,0,0,0,0,0,13,1
"Canton, J.",SJS,3,0,0,0,0,0,0,1,0,0,0,0,13,1
"Leafer, S.",SJS,3,1,1,0,0,0,0,1,1,0,0,0,13,1
"Richter, Z.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,13,1
"Hardrool, C.",SJS,2,0,0,0,0,0,0,0,0,0,0,0,13,1
"Taylor, G.",SJS,1,1,0,0,0,0,0,0,0,0,0,0,13,1
"Longshaw, B.",SJS,0,0,0,0,0,0,0,0,1,0,0,0,13,1
"Flimjollywop, S.",YKW,7,2,0,0,0,0,0,0,0,0,0,0,13,1
"Hampshireton, R.",YKW,6,0,1,0,0,0,0,0,0,0,0,0,13,1
"Hansen, A.",YKW,6,0,0,0,0,0,0,0,0,0,0,0,13,1
"Spearhead, J.",YKW,6,0,1,0,0,0,0,1,0,0,0,0,13,1
"Cutter, D.",YKW,4,0,0,2,0,0,0,0,0,0,0,0,13,1
"Sanchez, P.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,13,1
"Shelton, L.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,13,1
"Ramrio, M.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,13,1
"Rivere, H.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,13,1
"Bender, T.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,13,1
"Lavelle, D.",YKW,2,0,0,3,1,0,0,0,0,0,0,0,13,1
"Varga, T.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,13,1
"North, F.",YKW,0,0,0,0,0,0,0,0,1,0,0,0,13,1
