Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"McCringleberry, H.",BER,10,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Blanco, B.",BER,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Jones, S.",BER,8,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Quinn, A.",BER,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Miller II, C.",BER,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Krause, M.",BER,5,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,5,25
"Richards, E.",BER,5,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Schell, A.",BER,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,25
"VonPebbles, M.",BER,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Steel, H.",BER,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Vassallo, S.",BER,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Matthews, D.",BER,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,5,25
"Stackinpaper, B.",BAL,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Harris, C.",BAL,5,0,0,1/1,1,0,0,0,0/0/0,1,0,0,0,5,25
"Kennedy, D.",BAL,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,25
"Avery, E.",BAL,4,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"De Ville, D.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Goodman, G.",BAL,4,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Annastesia, N.",BAL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Syracuse, I.",BAL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
"Green, W.",BAL,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,25
