Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Chess, C.",ARI,1,5,0,0,14,2
"Strike, M.",ARI,1,10,0,0,14,2
"Williams, J.",ARI,1,5,0,0,14,2
"Pest, T.",ARI,0,0,11,0,14,2
"Worthy, G.",ARI,0,0,4,0,14,2
"Mackworthy, R.",ARI,0,0,2,0,14,2
"Thomas, A.",ARI,0,0,2,0,14,2
"Timlin, S.",ARI,0,0,2,0,14,2
"Zoidberg, S.",ARI,0,0,1,1,14,2
"MacManus, C.",ARI,0,0,1,0,14,2
"Tkachuk, J.",ARI,0,0,1,0,14,2
"Walters, S.",ARI,0,0,1,0,14,2
"Flimjollywop, S.",LV,2,7,0,0,14,2
"Lamoreux, F.",LV,1,5,1,1,14,2
"Bullard, T.",LV,1,3,0,0,14,2
"Cox, V.",LV,1,5,0,0,14,2
"Crocker, B.",LV,1,5,0,0,14,2
"Grant, T.",LV,1,5,0,0,14,2
"LeClair, A.",LV,1,8,0,0,14,2
"Ramrio, M.",LV,1,5,0,0,14,2
"Rocket, J.",LV,1,12,0,0,14,2
"Shoate, T.",LV,1,5,0,0,14,2
"Jefferspin, S.",LV,0,0,2,2,14,2
"Tebow, T.",LV,0,0,1,1,14,2
"Long, L.",LV,0,0,1,0,14,2
"Savea, A.",LV,0,0,1,0,14,2
