Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Hendrix, K.",BAL,1,15,0,0,1,3
"Willie, T.",BAL,1,15,0,0,1,3
"Blocksdale, A.",BAL,0,0,8,0,1,3
"Lee, B.",BAL,0,0,7,0,1,3
"Andres, J.",BAL,0,0,5,1,1,3
"Farlane, D.",BAL,0,0,2,1,1,3
"Danvers, J.",BAL,0,0,2,0,1,3
"Robinson, M.",BAL,0,0,2,0,1,3
"Koch, D.",BAL,0,0,1,1,1,3
"Smith, T.",YKW,1,5,3,1,1,3
"Fitzfatrick, R.",YKW,1,15,0,0,1,3
"Garden, J.",YKW,1,5,0,0,1,3
"Gustavsson, E.",YKW,1,5,0,0,1,3
"Lavelle, D.",YKW,1,13,0,0,1,3
"Maddox, R.",YKW,1,5,0,0,1,3
"Tiernan, L.",YKW,1,5,0,0,1,3
"Floggity, J.",YKW,0,0,5,0,1,3
"James, M.",YKW,0,0,4,2,1,3
"Akselsen, M.",YKW,0,0,3,0,1,3
"Nuck, B.",YKW,0,0,3,0,1,3
"Lamoreux, F.",YKW,0,0,2,0,1,3
"Askins, J.",YKW,0,0,1,0,1,3
"Bigboy17, Z.",YKW,0,0,1,0,1,3
