Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Little IV, S.",PHI,11,0,0,3,1,0,1,0,0,0,0,0,9,19
"McMorris, J.",PHI,8,0,0,3,0,0,0,0,0,0,0,0,9,19
"D'Attoria V, R.",PHI,7,0,0,1,1,0,0,0,0,0,0,0,9,19
"Kassel, T.",PHI,7,0,0,0,0,0,0,0,0,0,0,0,9,19
"Emoji, E.",PHI,5,0,0,4,1,0,0,0,0,0,0,0,9,19
"Bohne, D.",PHI,4,0,0,0,0,0,0,0,0,0,0,0,9,19
"Garnett, L.",PHI,4,0,0,1,1,0,1,0,0,0,0,0,9,19
"McGwire, A.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,9,19
"ILove, G.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,9,19
"Harding, J.",PHI,1,0,1,0,0,0,0,0,0,0,0,0,9,19
"Nikko, G.",CHI,9,0,1,0,0,0,0,0,0,0,0,0,9,19
"Henry, J.",CHI,6,2,0,0,0,0,0,0,0,0,0,0,9,19
"Watkins, R.",CHI,6,0,0,0,0,0,0,0,0,0,0,0,9,19
"Bailey, Z.",CHI,5,0,0,0,0,0,0,0,0,0,0,0,9,19
"Rice, J.",CHI,5,0,0,0,0,0,0,0,0,0,0,0,9,19
"Hondo, A.",CHI,4,0,0,0,0,0,0,0,0,0,0,0,9,19
"Rambo, J.",CHI,3,0,0,0,0,0,0,0,0,0,0,0,9,19
"Hockhertz, M.",CHI,2,0,0,1,0,0,0,0,0,0,0,0,9,19
"Saul, C.",CHI,2,0,0,0,0,0,0,0,0,0,0,0,9,19
"Leaf Jr., R.",CHI,1,0,0,0,0,0,0,0,0,0,0,0,9,19
"Oats, S.",CHI,1,0,0,0,0,0,0,0,0,0,0,0,9,19
