Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Oles, K.",SJS,7,138,19.7,37,1,5,15
"Justice, T.",SJS,4,47,11.8,22,0,5,15
"Flash, X.",SJS,3,66,22,42,0,5,15
"Olsen, C.",SJS,3,27,9,13,0,5,15
"Wright, D.",SJS,2,20,10,14,0,5,15
"Davenport, C.",SJS,2,12,6,8,0,5,15
"Orosz, C.",SJS,2,8,4,8,0,5,15
"Williams, R.",SJS,1,7,7,7,0,5,15
"Valentine, V.",BAL,5,50,10,14,1,5,15
"Brown, M.",BAL,5,40,8,14,0,5,15
"Squanch, V.",BAL,4,69,17.2,33,0,5,15
"L'Alto, V.",BAL,4,45,11.2,30,0,5,15
"Maddox, E.",BAL,3,43,14.3,33,0,5,15
"Harp, D.",BAL,2,9,4.5,6,0,5,15
"Nagasawa, Y.",BAL,1,26,26,26,0,5,15
