Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Gelbman, T.",CHI,6,39,6.5,9,1,14,25
"Rodriguez, B.",CHI,4,38,9.5,17,0,14,25
"O'Leary, S.",CHI,3,96,32,42,0,14,25
"Yoda, B.",CHI,3,5,1.7,3,0,14,25
"Scabbia, L.",CHI,2,23,11.5,12,0,14,25
"Oberwald, G.",CHI,2,22,11,14,0,14,25
"Tirtawidjaja, J.",CHI,2,8,4,4,0,14,25
"Angler, J.",SAR,7,117,16.7,31,1,14,25
"Witheblock, M.",SAR,5,92,18.4,44,1,14,25
"Gordon, R.",SAR,2,102,51,70,1,14,25
"J'Vathon, T.",SAR,2,18,9,16,0,14,25
"Chan, R.",SAR,1,7,7,7,0,14,25
"Manclaw, C.",SAR,1,6,6,6,0,14,25
