Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Kackpoo, H.",HON,12,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Lavigne, D.",HON,11,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Jeffrey, T.",HON,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Montain, A.",HON,7,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Rucker, R.",HON,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Waters, J.",HON,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,9,26
"Dawkins, S.",HON,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Fields, G.",HON,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Ka'ana'ana, B.",HON,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Thornton, B.",HON,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Jackson, R.",HON,2,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,9,26
"de Pengu, A.",COL,11,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Purchase, L.",COL,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Vuxta, R.",COL,7,0,0,1/0,1,1,0,0,0/0/0,0,0,0,0,9,26
"Blackstone, I.",COL,5,2,1,1/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"FootballLeague, N.",COL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Drake, J.",COL,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Murder-Moose, M.",COL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Ruschmann, A.",COL,4,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Edd, B.",COL,3,0,1,0/1,0,0,0,0,0/0/0,1,0,0,0,9,26
"Smoothie, E.",COL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Deck, I.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"McFredbeard, R.",COL,1,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,9,26
