Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Chains, J.",SJS,1,15,2,1,1,16
"Paracomida, G.",SJS,0,0,6,0,1,16
"Johnson, R.",SJS,0,0,2,1,1,16
"Orosz, C.",SJS,0,0,2,1,1,16
"Willis, T.",SJS,0,0,2,0,1,16
"Wright, D.",SJS,0,0,2,0,1,16
"Jeffries, W.",SJS,0,0,1,0,1,16
"Hobbs, S.",OCO,2,20,0,0,1,16
"Gott, J.",OCO,1,5,0,0,1,16
"Lattimer, A.",OCO,1,15,0,0,1,16
"Rice, J.",OCO,1,5,0,0,1,16
"Harrison, H.",OCO,0,0,4,0,1,16
"Thompson, P.",OCO,0,0,4,0,1,16
"Johns, A.",OCO,0,0,3,0,1,16
"Stennet, J.",OCO,0,0,3,0,1,16
"Reed, A.",OCO,0,0,2,1,1,16
"Pitcher, A.",OCO,0,0,2,0,1,16
"Walentine, M.",OCO,0,0,1,0,1,16
