Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Nikko, G.",CHI,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hondo, A.",CHI,6,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Ridley, X.",CHI,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Stokeley, G.",CHI,6,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Lewis, L.",CHI,5,0,0,0/0,2,1,0,1,"[0, 0, 0]"
"Faux, B.",CHI,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",CHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rambo, J.",CHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Saul, C.",CHI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"D'Attoria V, R.",PHI,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Emoji, E.",PHI,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hardshaft, R.",PHI,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cox III, J.",PHI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",PHI,5,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Garnett, L.",PHI,4,0,0,0/0,4,3,0,0,"[0, 0, 0]"
"Kalilmoku, I.",PHI,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Thomas, S.",PHI,4,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bohne, D.",PHI,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Verden, J.",PHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
