Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Virtanen, M.",YKW,1,5,5,0,7,25
"Pooky, S.",YKW,1,12,3,0,7,25
"Kross, C.",YKW,1,15,0,0,7,25
"Thebaw, S.",YKW,1,5,0,0,7,25
"Buckley, B.",YKW,0,0,6,0,7,25
"Ones, B.",YKW,0,0,5,0,7,25
"Amper, T.",YKW,0,0,4,0,7,25
"Rechs, Z.",YKW,0,0,1,0,7,25
"Skyline, A.",YKW,0,0,1,0,7,25
"Vermillion, J.",YKW,0,0,1,0,7,25
"Dolls, B.",BER,1,10,1,1,7,25
"Kaepercolin, N.",BER,1,7,0,0,7,25
"King, D.",BER,1,5,0,0,7,25
"Wall, D.",BER,0,0,10,0,7,25
"Wall, G.",BER,0,0,3,0,7,25
"Boyd, C.",BER,0,0,2,0,7,25
"McCabe, J.",BER,0,0,2,0,7,25
"Wall, J.",BER,0,0,1,0,7,25
