Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Winchester, A.",OCO,8,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Brown, M.",OCO,7,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Ramero, R.",OCO,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Broxton, J.",OCO,6,0,0,0/0,1,1,0,1,"[0, 0, 0]"
"Grithead, D.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bly Jr., A.",OCO,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bagwell, N.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Clegane, G.",OCO,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sierra, R.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rice, J.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Showbiz, G.",OCO,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Poopsie, D.",SJS,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bayley, B.",SJS,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Deringer, K.",SJS,6,0,2,1/0,2,0,0,0,"[0, 0, 0]"
"Pennington, C.",SJS,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Staley, T.",SJS,5,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Pennington, T.",SJS,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Troyski, X.",SJS,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Riposte, F.",SJS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
