Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Flash, X.",SJS,7,114,16.3,35,1,13,10
"Brannigan, Z.",SJS,7,50,7.1,16,0,13,10
"Oles, K.",SJS,3,23,7.7,10,0,13,10
"Weston, S.",SJS,2,18,9,11,0,13,10
"Tuck Jr., T.",SJS,2,8,4,5,0,13,10
"Lagerfield, E.",SJS,1,8,8,8,0,13,10
"Smallwood, D.",NO,7,50,7.1,17,0,13,10
"DiMirio, P.",NO,5,26,5.2,7,0,13,10
"Crush, C.",NO,4,109,27.2,46,1,13,10
"LeClair, A.",NO,4,97,24.2,42,0,13,10
"Law, C.",NO,4,49,12.2,18,1,13,10
"Jackson, M.",NO,3,57,19,40,0,13,10
"Savea, A.",NO,1,13,13,13,0,13,10
