Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Hondo, A.",BAL,8,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Horne, B.",BAL,8,0,2,0/0,1,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",BAL,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Oakes, B.",BAL,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Asipi III, A.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mills, B.",BAL,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Roenick, A.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Trout, C.",BAL,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",PHI,10,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Steele, C.",PHI,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cheese Jr., D.",PHI,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Barnes, B.",PHI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Becker, K.",PHI,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Cox III, J.",PHI,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Garnett, L.",PHI,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kalilmoku, I.",PHI,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Saul, C.",PHI,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Beard, M.",PHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Morley, R.",PHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
