Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Thomaslacher, B.",YKW,9,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,2,25
"Cho, J.",YKW,7,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Dookmarriot, L.",YKW,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Money, P.",YKW,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Quaid, D.",YKW,7,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,2,25
"Hellzapoppin, J.",YKW,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,25
"Leonard, M.",YKW,4,0,0,0/0,5,0,0,0,0/0/0,0,0,0,0,2,25
"Foster, D.",YKW,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,25
"Valdyr, M.",YKW,3,0,0,0/0,1,1,0,1,0/0/0,0,0,0,0,2,25
"Thebaw, S.",YKW,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Harris, C.",BAL,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Kennedy, D.",BAL,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Hole, M.",BAL,6,2,1,1/1,0,0,0,0,0/0/0,1,0,0,0,2,25
"Annastesia, N.",BAL,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Green, W.",BAL,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,2,25
"Syracuse, I.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Avery, E.",BAL,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,2,25
"De Ville, D.",BAL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Keiki-Kane, M.",BAL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Stackinpaper, B.",BAL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
"Goodman, G.",BAL,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,2,25
