Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"McPoyal, G.",YKW,6,61,10.2,22,1,11,11
"Lavelle, D.",YKW,3,78,26,43,0,11,11
"Parker, J.",YKW,3,57,19,42,1,11,11
"Cook, B.",YKW,3,48,16,24,0,11,11
"Summer, A.",YKW,3,30,10,22,0,11,11
"Harris Jr., F.",YKW,2,10,5,7,1,11,11
"Gore, B.",YKW,1,9,9,9,0,11,11
"Flash, X.",SJS,4,33,8.2,12,1,11,11
"Brannigan, Z.",SJS,3,16,5.3,9,0,11,11
"Oles, K.",SJS,2,33,16.5,20,0,11,11
"Peterson, T.",SJS,1,15,15,15,0,11,11
"Weston, S.",SJS,1,7,7,7,0,11,11
"Orosz, C.",SJS,1,4,4,4,0,11,11
