Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Lee, J.",ARI,10,2,3,2,0,0,0,0,0,0,0,0,11,3
"Bot, B.",ARI,6,1,2,0,0,0,0,0,0,0,0,0,11,3
"Harris Jr., F.",ARI,5,0,0,1,0,0,0,0,0,0,0,0,11,3
"King, G.",ARI,5,1,3,0,0,0,0,0,0,0,0,0,11,3
"Tuck, J.",ARI,5,1,1,0,0,0,0,0,0,0,0,0,11,3
"Dam, D.",ARI,4,0,2,0,0,0,0,0,0,0,0,0,11,3
"Davis, A.",ARI,4,0,0,0,0,0,0,0,0,0,0,0,11,3
"Flock, R.",ARI,4,0,1,1,0,0,0,0,0,0,0,0,11,3
"Luechly, L.",ARI,4,0,1,1,0,0,0,0,0,0,0,0,11,3
"Ernston, H.",ARI,3,0,1,0,0,0,0,0,0,0,0,0,11,3
"Carter, P.",ARI,2,0,0,1,0,0,0,0,0,0,0,0,11,3
"Fulton, W.",YKW,11,0,3,1,0,1,0,0,0,0,0,0,11,3
"Hansen, A.",YKW,6,0,0,0,0,0,0,0,0,0,0,0,11,3
"Lavelle, D.",YKW,6,0,0,2,0,0,0,0,0,0,0,0,11,3
"Fitzfatrick, R.",YKW,5,0,1,0,0,0,0,0,0,0,0,0,11,3
"Tiernan, L.",YKW,5,0,0,1,0,0,0,0,0,0,0,0,11,3
"Maddox, R.",YKW,4,3,1,0,0,0,0,0,0,0,0,0,11,3
"Cushing, K.",YKW,3,0,0,2,0,0,0,0,0,0,0,0,11,3
"Kane, M.",YKW,3,0,1,1,0,0,0,0,0,0,0,0,11,3
"Cutter, D.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,11,3
"Gustavsson, E.",YKW,2,1,0,0,0,0,0,0,0,0,0,0,11,3
