,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,W,teamPoss,dist2goal,awayTeam,homeTeam,awayScore,homeScore
0,5,1,15:00,3600,,,OCO,30,"Dasistwirklichseinnachname, A. kicks off.",6369,25,1,OCO,70,SJS,OCO,0,0
1,6,1,15:00,3600,,,,,The kick sails into the endzone.,6369,25,1,SJS,,SJS,OCO,0,0
2,6,1,15:00,3600,,,,,"PickSix, H. takes it out of the endzone!",6369,25,1,SJS,,SJS,OCO,0,0
3,6,1,15:00,3600,,,SJS,19,"Kickoff of 77 yards. Returned by PickSix, H. for 19 yards.",6369,25,1,SJS,81,SJS,OCO,0,0
4,6,1,14:58,3598,1,10,SJS,19,"Jack, M. SACKED by Rapid Eagle - DT for -7 yds.",6369,25,1,SJS,81,SJS,OCO,0,0
5,6,1,14:13,3553,2,17,SJS,12,"Pass by Jack, M., complete to Swift, N. for 14 yds. Tackle by Abernathy, K..",6369,25,1,SJS,88,SJS,OCO,0,0
6,6,1,13:25,3505,3,3,SJS,26,"Pass by Jack, M. to Hood, T. falls incomplete.",6369,25,1,SJS,74,SJS,OCO,0,0
7,5,1,13:20,3500,4,3,SJS,26,"Punt by McDairmid, M. of 56 yards. No return.",6369,25,1,SJS,74,SJS,OCO,0,0
8,5,1,13:13,3493,1,10,OCO,17,"Rush by Nakamura (C), T. for 1 yds. Tackle by Fisher, G..",6369,25,1,OCO,83,SJS,OCO,0,0
9,5,1,12:47,3467,2,9,OCO,18,"Pass by Ramza (R), S., complete to Phillips, J. for 24 yds. Tackle by Vaughne (R), R..",6369,25,1,OCO,82,SJS,OCO,0,0
10,5,1,11:45,3405,1,10,OCO,42,"Rush by McZeal, K. for 4 yds. Tackle by Bass, L..",6369,25,1,OCO,58,SJS,OCO,0,0
11,5,1,11:16,3376,2,6,OCO,46,"Pass by Ramza (R), S., complete to Despacito Jr., G. for 39 yds. Tackle by Vaughne (R), R..",6369,25,1,OCO,54,SJS,OCO,0,0
12,5,1,10:10,3310,1,10,SJS,14,"Pass by Ramza (R), S. to Phillips, J. was dropped! Incomplete.",6369,25,1,OCO,14,SJS,OCO,0,0
13,5,1,10:03,3303,2,10,SJS,14,"Pass by Ramza (R), S. to Despacito Jr., G. is incomplete. Broken up by PickSix, H..",6369,25,1,OCO,14,SJS,OCO,0,0
14,5,1,9:58,3298,3,10,SJS,14,"Pass by Ramza (R), S. to Nakamura (C), T. was dropped! Incomplete.",6369,25,1,OCO,14,SJS,OCO,0,0
15,5,1,9:55,3295,4,10,SJS,14,"31 yard FG by Dasistwirklichseinnachname, A. is good.",6369,25,1,OCO,14,SJS,OCO,0,3
16,5,1,9:55,3295,,,OCO,30,"Dasistwirklichseinnachname, A. kicks off.",6369,25,1,OCO,70,SJS,OCO,0,3
17,6,1,9:55,3295,,,,,The kick sails into the endzone.,6369,25,1,SJS,,SJS,OCO,0,3
18,6,1,9:55,3295,,,,,"Thomas-Fox, D. takes it out of the endzone!",6369,25,1,SJS,,SJS,OCO,0,3
19,6,1,9:55,3295,,,SJS,19,"Kickoff of 78 yards. Returned by Thomas-Fox, D. for 19 yards.",6369,25,1,SJS,81,SJS,OCO,0,3
20,6,1,9:51,3291,1,10,SJS,19,"Rush by Lackson, J. for 5 yds. Tackle by Joestar, J..",6369,25,1,SJS,81,SJS,OCO,0,3
21,6,1,9:21,3261,2,5,SJS,24,"Rush by Lackson, J. for 2 yds. Tackle by Jones (C), D..",6369,25,1,SJS,76,SJS,OCO,0,3
22,6,1,8:54,3234,3,3,SJS,26,"Pass by Jack, M., complete to Lackson, J. for 3 yds. Tackle by Biggums, T..",6369,25,1,SJS,74,SJS,OCO,0,3
23,6,1,8:09,3189,1,10,SJS,29,"Rush by Lackson, J. for 11 yds. Tackle by Vegeta, P..",6369,25,1,SJS,71,SJS,OCO,0,3
24,6,1,7:32,3152,1,10,SJS,40,"Rush by Lackson, J. for 8 yds. Tackle by Biggums, T..",6369,25,1,SJS,60,SJS,OCO,0,3
25,6,1,6:53,3113,2,2,SJS,48,"Pass by Jack, M., complete to Thomas-Fox, D. for 15 yds. Tackle by Abernathy, K..",6369,25,1,SJS,52,SJS,OCO,0,3
26,6,1,5:45,3045,1,10,OCO,36,"Rush by Lackson, J. for 1 yds. Tackle by Biggums, T..",6369,25,1,SJS,36,SJS,OCO,0,3
27,6,1,5:10,3010,2,9,OCO,35,"Rush by Cardrissian, R. for 3 yds. Tackle by Jones (C), D..",6369,25,1,SJS,35,SJS,OCO,0,3
28,6,1,4:38,2978,3,6,OCO,32,"Pass by Jack, M., complete to Cardrissian, R. for 4 yds. Tackle by Bob, B..",6369,25,1,SJS,32,SJS,OCO,0,3
29,6,1,3:44,2924,4,2,OCO,28,"45 yard FG by McDairmid, M. is good.",6369,25,1,SJS,28,SJS,OCO,3,3
30,6,1,3:44,2924,,,SJS,30,"McDairmid, M. kicks off.",6369,25,1,SJS,70,SJS,OCO,3,3
31,5,1,3:44,2924,,,,,The kick sails into the endzone.,6369,25,1,OCO,,SJS,OCO,3,3
32,5,1,3:44,2924,,,,,"Beerus, L. takes it out of the endzone!",6369,25,1,OCO,,SJS,OCO,3,3
33,5,1,3:44,2924,,,,,"Beerus, L. takes it down the left side.",6369,25,1,OCO,,SJS,OCO,3,3
34,5,1,3:44,2924,,,,,"Beerus, L. is finally brought down. A 34 yard return.",6369,25,1,OCO,,SJS,OCO,3,3
35,5,1,3:38,2918,1,10,OCO,34,"Ramza (R), S. SACKED by Raylan Crowder (R) - DE for -11 yds.",6369,25,1,OCO,66,SJS,OCO,3,3
36,5,1,3:03,2883,2,21,OCO,23,"Pass by Ramza (R), S. to Phillips, J. is incomplete. Broken up by Vaughne (R), R..",6369,25,1,OCO,77,SJS,OCO,3,3
37,5,1,3:00,2880,3,21,OCO,23,"Ramza (R), S. SACKED by Lawrence Bass - LB for -11 yds.",6369,25,1,OCO,77,SJS,OCO,3,3
38,6,1,2:20,2840,4,32,OCO,12,"Punt by Dasistwirklichseinnachname, A. of 41 yards. No return.",6369,25,1,OCO,88,SJS,OCO,3,3
39,6,1,2:11,2831,1,10,SJS,46,"Rush by Cardrissian, R. for 5 yds. Tackle by Joestar, J..",6369,25,1,SJS,54,SJS,OCO,3,3
