,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,W,teamPoss,dist2goal,awayTeam,homeTeam,awayScore,homeScore
0,1,1,15:00,3600,,,BAL,30,"Brand, F. kicks off.",4557,18,1,BAL,70,YKW,BAL,0,0
1,2,1,15:00,3600,,,YKW,37,"Kickoff of 61 yards. Returned by Grithead, D. for 28 yards.",4557,18,1,YKW,63,YKW,BAL,0,0
2,2,1,14:54,3594,1,10,YKW,37,"Pass by Bigsby, C., complete to Helanen, T. for 18 yds. Tackle by Green, W..",4557,18,1,YKW,63,YKW,BAL,0,0
3,2,1,14:13,3553,1,10,BAL,45,"Pass by Bigsby, C. to Marshall, M. falls incomplete.",4557,18,1,YKW,45,YKW,BAL,0,0
4,2,1,14:09,3549,2,10,BAL,45,"Bigsby, C. SACKED by Ben Horne - LB for -6 yds.",4557,18,1,YKW,45,YKW,BAL,0,0
5,2,1,13:48,3528,3,16,YKW,49,"Pass by Bigsby, C. to Swift, N. is incomplete. Broken up by Jimbo, D..",4557,18,1,YKW,51,YKW,BAL,0,0
6,1,1,13:43,3523,4,16,YKW,49,"Punt by Donaldson, N. of 51 yards. Touchback.",4557,18,1,YKW,51,YKW,BAL,0,0
7,1,1,13:38,3518,1,10,BAL,20,"Pass by Havran, C., complete to Sunnycursed, N. for 21 yds. Tackle by Hornbacher, A..",4557,18,1,BAL,80,YKW,BAL,0,0
8,1,1,12:51,3471,1,10,BAL,41,"Pass by Havran, C. to Bigby, L. was dropped! Incomplete.",4557,18,1,BAL,59,YKW,BAL,0,0
9,1,1,12:44,3464,2,10,BAL,41,"Pass by Havran, C., complete to Sunnycursed, N. for 26 yds. Tackle by Uchiha, L..",4557,18,1,BAL,59,YKW,BAL,0,0
10,1,1,11:55,3415,1,10,YKW,33,"Pass by Havran, C., complete to Sunnycursed, N. for 21 yds. Tackle by Hornbacher, A..",4557,18,1,BAL,33,YKW,BAL,0,0
11,1,1,11:10,3370,1,10,YKW,12,"Havran, C. SACKED by Giannis Kroustis - SS for -7 yds.",4557,18,1,BAL,12,YKW,BAL,0,0
12,1,1,10:40,3340,2,17,YKW,19,"Pass by Havran, C. to L'Alto, V. is incomplete. Broken up by Grithead, D..",4557,18,1,BAL,19,YKW,BAL,0,0
13,1,1,10:33,3333,3,17,YKW,19,"Pass by Havran, C., complete to Sunnycursed, N. for 8 yds. Tackle by Snuggles, J..",4557,18,1,BAL,19,YKW,BAL,0,0
14,1,1,10:12,3312,4,9,YKW,11,"28 yard FG by Brand, F. is good.",4557,18,1,BAL,11,YKW,BAL,0,3
15,1,1,10:12,3312,,,BAL,30,"Brand, F. kicks off.",4557,18,1,BAL,70,YKW,BAL,0,3
16,2,1,10:12,3312,,,YKW,20,"Kickoff of 62 yards. Returned by Snuggles, J. for 12 yards.",4557,18,1,YKW,80,YKW,BAL,0,3
17,2,1,10:10,3310,1,10,YKW,20,"Pass by Bigsby, C., complete to Canton, J. for 2 yds. Tackle by Acho, M..",4557,18,1,YKW,80,YKW,BAL,0,3
18,2,1,9:47,3287,2,8,YKW,22,"Pass by Bigsby, C., complete to Batoff, R. for 29 yds. Tackle by Horne, B..",4557,18,1,YKW,78,YKW,BAL,0,3
19,2,1,8:34,3214,1,10,BAL,49,"Pass by Bigsby, C., complete to Swift, N. for 9 yds. Tackle by Jimbo, D..",4557,18,1,YKW,49,YKW,BAL,0,3
20,2,1,7:56,3176,2,1,BAL,40,"Pass by Bigsby, C., complete to Canton, J. for 26 yds. Tackle by Troyski, X..",4557,18,1,YKW,40,YKW,BAL,0,3
21,2,1,7:06,3126,1,10,BAL,14,"Rush by Marshall, M. for 6 yds. Tackle by Terim, F..",4557,18,1,YKW,14,YKW,BAL,0,3
22,2,1,6:39,3099,2,4,BAL,8,"Rush by Marshall, M. for 2 yds. Tackle by Jimbo, D..",4557,18,1,YKW,8,YKW,BAL,0,3
23,2,1,6:12,3072,3,2,BAL,6,"Pass by Bigsby, C. to Canton, J. falls incomplete.",4557,18,1,YKW,6,YKW,BAL,0,3
24,2,1,6:06,3066,4,2,BAL,6,"23 yard FG by Donaldson, N. is good.",4557,18,1,YKW,6,YKW,BAL,3,3
25,2,1,6:06,3066,,,YKW,30,"Donaldson, N. kicks off.",4557,18,1,YKW,70,YKW,BAL,3,3
26,1,1,6:06,3066,,,,,The kick sails into the endzone.,4557,18,1,BAL,,YKW,BAL,3,3
27,1,1,6:06,3066,,,,,"Maddox, E. takes it out of the endzone!",4557,18,1,BAL,,YKW,BAL,3,3
28,1,1,6:06,3066,,,BAL,27,"Kickoff of 79 yards. Returned by Maddox, E. for 27 yards.",4557,18,1,BAL,73,YKW,BAL,3,3
29,1,1,6:01,3061,1,10,BAL,27,"Pass by Havran, C. to L'Alto, V. was dropped! Incomplete.",4557,18,1,BAL,73,YKW,BAL,3,3
30,1,1,5:58,3058,2,10,BAL,27,"Pass by Havran, C. to L'Alto, V. is incomplete. Broken up by Grithead, D..",4557,18,1,BAL,73,YKW,BAL,3,3
31,1,1,5:53,3053,3,10,BAL,27,"Pass by Havran, C., complete to Espeeyeeseetee, A. for 8 yds. Tackle by Selich, A..",4557,18,1,BAL,73,YKW,BAL,3,3
32,2,1,5:25,3025,4,2,BAL,35,"Punt by Brand, F. of 36 yards.",4557,18,1,BAL,65,YKW,BAL,3,3
33,2,1,5:25,3025,,,,,"Returned by Snuggles, J. for -2 yards.",4557,18,1,YKW,,YKW,BAL,3,3
34,2,1,5:14,3014,1,10,YKW,26,"Pass by Bigsby, C. to Swift, N. is incomplete. Broken up by Jimbo, D..",4557,18,1,YKW,74,YKW,BAL,3,3
35,2,1,5:08,3008,2,10,YKW,26,"Rush by Marshall, M. for 4 yds. Tackle by Terim, F..",4557,18,1,YKW,74,YKW,BAL,3,3
36,2,1,4:41,2981,3,6,YKW,30,"Pass by Bigsby, C. to Swift, N. falls incomplete.",4557,18,1,YKW,70,YKW,BAL,3,3
37,1,1,4:34,2974,4,6,YKW,30,"Punt by Donaldson, N. of 36 yards.",4557,18,1,YKW,70,YKW,BAL,3,3
38,1,1,4:34,2974,,,,,"Returned by Maddox, E. for 14 yards.",4557,18,1,BAL,,YKW,BAL,3,3
39,1,1,4:26,2966,1,10,BAL,47,"Pass by Havran, C. to Espeeyeeseetee, A. is incomplete. Broken up by Lewis, L..",4557,18,1,BAL,53,YKW,BAL,3,3
40,1,1,4:22,2962,2,10,BAL,47,"Pass by Havran, C., complete to Sunnycursed, N. for 29 yds. Tackle by Hornbacher, A..",4557,18,1,BAL,53,YKW,BAL,3,3
41,1,1,3:28,2908,1,10,YKW,23,"Pass by Havran, C. to Pancakes, P. was dropped! Incomplete.",4557,18,1,BAL,23,YKW,BAL,3,3
42,1,1,3:23,2903,2,10,YKW,23,"Pass by Havran, C., complete to Espeeyeeseetee, A. for 18 yds. Tackle by Uchiha, L..",4557,18,1,BAL,23,YKW,BAL,3,3
43,1,1,2:23,2843,1,5,YKW,5,"Pass by Havran, C., complete to Bigby, L. for 5 yds.",4557,18,1,BAL,5,YKW,BAL,3,3
44,1,1,2:00,2820,,,,,TOUCHDOWN! (Brand kick good),4557,18,1,BAL,,YKW,BAL,3,10
45,1,1,2:00,2820,,,BAL,30,"Brand, F. kicks off.",4557,18,1,BAL,70,YKW,BAL,3,10
46,2,1,2:00,2820,,,,,"Grithead, D. takes it down the left side.",4557,18,1,YKW,,YKW,BAL,3,10
47,2,1,2:00,2820,,,,,"Grithead, D. has blockers in front of him.",4557,18,1,YKW,,YKW,BAL,3,10
48,2,1,2:00,2820,,,,,A 40 yard return.,4557,18,1,YKW,,YKW,BAL,3,10
49,2,1,1:50,2810,1,15,YKW,44,"Wraiths Penalty on Pooky, S.: Delay of Game.",4557,18,1,YKW,56,YKW,BAL,3,10
50,2,1,1:50,2810,1,15,YKW,44,"Bigsby, C. SACKED by Marquees Acho - LB for -6 yds.",4557,18,1,YKW,56,YKW,BAL,3,10
51,2,1,1:26,2786,2,21,YKW,38,"Pass by Bigsby, C., complete to Marshall, M. for 20 yds. Tackle by Terim, F..",4557,18,1,YKW,62,YKW,BAL,3,10
52,2,1,0:42,2742,3,1,BAL,42,"Pass by Bigsby, C., complete to Swift, N. for 23 yds. Tackle by Green, W..",4557,18,1,YKW,42,YKW,BAL,3,10
53,2,1,0:02,2702,1,10,BAL,19,"Pass by Bigsby, C., complete to Helanen, T. for 19 yds.",4557,18,1,YKW,19,YKW,BAL,3,10
54,2,1,0:00,2700,,,,,TOUCHDOWN! (Donaldson kick good),4557,18,1,YKW,,YKW,BAL,10,10
55,2,1,0:00,2700,,,YKW,30,"Donaldson, N. kicks off.",4557,18,1,YKW,70,YKW,BAL,10,10
56,1,1,0:00,2700,,,,,"Maddox, E. takes it down the left side.",4557,18,1,BAL,,YKW,BAL,10,10
57,1,1,0:00,2700,,,,,"Maddox, E. is finally brought down. A 32 yard return.",4557,18,1,BAL,,YKW,BAL,10,10
58,1,2,15:00,2700,1,10,BAL,40,"Pass by Havran, C. to Maddox, E. is incomplete. Broken up by Hornbacher, A..",4557,18,1,BAL,60,YKW,BAL,10,10
59,1,2,14:55,2695,2,10,BAL,40,"Pass by Havran, C., complete to Sunnycursed, N. for 10 yds. Tackle by Hornbacher, A..",4557,18,1,BAL,60,YKW,BAL,10,10
60,1,2,14:13,2653,1,10,BAL,50,"Rush by Bigby, L. for 7 yds. Tackle by Selich, A..",4557,18,1,BAL,50,YKW,BAL,10,10
61,1,2,13:43,2623,2,3,YKW,43,"Rush by Bigby, L. for 7 yds. Tackle by Uchiha, L..",4557,18,1,BAL,43,YKW,BAL,10,10
62,1,2,13:22,2602,1,10,YKW,36,"Rush by Bigby, L. for 0 yds. Tackle by Alexander, N..",4557,18,1,BAL,36,YKW,BAL,10,10
63,1,2,13:08,2588,2,10,YKW,36,"Havran, C. SACKED by Danny Grithead - FS for -6 yds.",4557,18,1,BAL,36,YKW,BAL,10,10
64,1,2,12:35,2555,3,16,YKW,42,"Pass by Havran, C., complete to Espeeyeeseetee, A. for 6 yds. Tackle by Kroustis, G..",4557,18,1,BAL,42,YKW,BAL,10,10
65,2,2,12:07,2527,4,10,YKW,36,"Punt by Brand, F. of 28 yards. No return.",4557,18,1,BAL,36,YKW,BAL,10,10
66,2,2,11:58,2518,1,10,YKW,8,"Rush by Marshall, M. for 7 yds. Tackle by Green, W..",4557,18,1,YKW,92,YKW,BAL,10,10
67,2,2,11:29,2489,2,3,YKW,15,"Pass by Bigsby, C. to Helanen, T. falls incomplete.",4557,18,1,YKW,85,YKW,BAL,10,10
68,2,2,11:25,2485,3,3,YKW,15,"Rush by Canton, J. for 1 yds. Tackle by Harris, B..",4557,18,1,YKW,85,YKW,BAL,10,10
69,1,2,11:08,2468,4,2,YKW,16,"Punt by Donaldson, N. of 33 yards. No return.",4557,18,1,YKW,84,YKW,BAL,10,10
70,1,2,11:00,2460,1,10,YKW,49,"Pass by Havran, C., complete to L'Alto, V. for 5 yds. Tackle by Lewis, L..",4557,18,1,BAL,49,YKW,BAL,10,10
71,1,2,10:28,2428,2,5,YKW,44,"Rush by Bigby, L. for 5 yds. Tackle by Kroustis, G..",4557,18,1,BAL,44,YKW,BAL,10,10
72,1,2,10:02,2402,1,10,YKW,39,"Rush by Bigby, L. for 4 yds. Tackle by Grithead, D..",4557,18,1,BAL,39,YKW,BAL,10,10
73,1,2,9:36,2376,2,6,YKW,35,"Havran, C. SACKED by Danny Grithead - FS for -6 yds.",4557,18,1,BAL,35,YKW,BAL,10,10
74,1,2,9:09,2349,3,12,YKW,41,"Havran, C. SACKED by Danny Grithead - FS for -6 yds.",4557,18,1,BAL,41,YKW,BAL,10,10
75,2,2,8:42,2322,4,18,YKW,47,"Punt by Brand, F. of 47 yards. Touchback.",4557,18,1,BAL,47,YKW,BAL,10,10
76,2,2,8:37,2317,1,10,YKW,20,"Rush by Marshall, M. for 1 yds. Tackle by Horne, B..",4557,18,1,YKW,80,YKW,BAL,10,10
77,2,2,8:20,2300,2,9,YKW,21,"Pass by Bigsby, C. to Canton, J. is incomplete. Broken up by Marston (R), J..",4557,18,1,YKW,79,YKW,BAL,10,10
78,2,2,8:17,2297,3,9,YKW,21,"Pass by Bigsby, C., complete to Canton, J. for 14 yds. Tackle by Asipi III, A..",4557,18,1,YKW,79,YKW,BAL,10,10
79,2,2,7:42,2262,1,10,YKW,35,"Pass by Bigsby, C., to Canton, J.. INTERCEPTION by Acho, M. at the YKW - 43 yard line and returned for 43 yards.",4557,18,1,YKW,65,YKW,BAL,10,10
80,1,2,7:22,2242,,,,,TOUCHDOWN! (Brand kick good),4557,18,1,BAL,,YKW,BAL,10,17
81,1,2,7:22,2242,,,BAL,30,"Brand, F. kicks off.",4557,18,1,BAL,70,YKW,BAL,10,17
82,2,2,7:22,2242,,,YKW,9,"Kickoff of 63 yards. Returned by Grithead, D. for 2 yards.",4557,18,1,YKW,91,YKW,BAL,10,17
83,2,2,7:15,2235,1,10,YKW,9,"Pass by Bigsby, C., complete to Canton, J. for 11 yds. Tackle by Asipi III, A..",4557,18,1,YKW,91,YKW,BAL,10,17
84,2,2,6:46,2206,1,10,YKW,20,"Pass by Bigsby, C., complete to Swift, N. for 27 yds. Tackle by Jimbo, D..",4557,18,1,YKW,80,YKW,BAL,10,17
85,2,2,5:49,2149,1,10,YKW,47,"Bigsby, C. SACKED by Ben Horne - LB for -6 yds.",4557,18,1,YKW,53,YKW,BAL,10,17
86,2,2,5:24,2124,2,16,YKW,41,"Rush by Marshall, M. for 2 yds. Tackle by Asipi III, A..",4557,18,1,YKW,59,YKW,BAL,10,17
87,2,2,4:59,2099,3,14,YKW,43,"Pass by Bigsby, C. to Marshall, M. falls incomplete.",4557,18,1,YKW,57,YKW,BAL,10,17
88,1,2,4:55,2095,4,14,YKW,43,"Punt by Donaldson, N. of 40 yards. No return.",4557,18,1,YKW,57,YKW,BAL,10,17
89,1,2,4:49,2089,1,10,BAL,17,"Pass by Havran, C. to Bigby, L. falls incomplete.",4557,18,1,BAL,83,YKW,BAL,10,17
90,1,2,4:43,2083,2,10,BAL,17,"Pass by Havran, C. to Espeeyeeseetee, A. falls incomplete.",4557,18,1,BAL,83,YKW,BAL,10,17
91,1,2,4:36,2076,3,10,BAL,17,"Pass by Havran, C., to Maddox, E.. INTERCEPTION by Snuggles, J. at the BAL - 24 yard line and returned for 5 yards.",4557,18,1,BAL,83,YKW,BAL,10,17
92,2,2,4:09,2049,1,10,BAL,19,"Pass by Bigsby, C., complete to Batoff, R. for 19 yds.",4557,18,1,YKW,19,YKW,BAL,10,17
93,2,2,3:29,2009,,,,,TOUCHDOWN! (Donaldson kick good),4557,18,1,YKW,,YKW,BAL,17,17
94,2,2,3:29,2009,,,YKW,30,"Donaldson, N. kicks off.",4557,18,1,YKW,70,YKW,BAL,17,17
95,1,2,3:29,2009,,,,,The kick sails into the endzone.,4557,18,1,BAL,,YKW,BAL,17,17
96,1,2,3:29,2009,,,,,"Sunnycursed, N. takes it out of the endzone!",4557,18,1,BAL,,YKW,BAL,17,17
97,1,2,3:29,2009,,,BAL,16,"Kickoff of 82 yards. Returned by Sunnycursed, N. for 16 yards.",4557,18,1,BAL,84,YKW,BAL,17,17
98,1,2,3:25,2005,1,18,BAL,8,"Hawks Penalty on Diggler, D.: Chop Block.",4557,18,1,BAL,92,YKW,BAL,17,17
99,1,2,2:44,1964,1,13,BAL,13,"Wraiths Penalty on Kroustis, G.: Offsides.",4557,18,1,BAL,87,YKW,BAL,17,17
100,1,2,2:44,1964,1,13,BAL,13,"Pass by Havran, C. to Espeeyeeseetee, A. falls incomplete.",4557,18,1,BAL,87,YKW,BAL,17,17
101,1,2,2:40,1960,2,13,BAL,13,"Pass by Havran, C., complete to Maddox, E. for 16 yds. Tackle by Snuggles, J..",4557,18,1,BAL,87,YKW,BAL,17,17
102,1,2,1:54,1914,1,10,BAL,29,"Rush by Trevor, C. for 4 yds. Tackle by Kroustis, G..",4557,18,1,BAL,71,YKW,BAL,17,17
103,1,2,1:54,1914,2,6,BAL,33,Baltimore Hawks : Timeout,4557,18,1,BAL,67,YKW,BAL,17,17
104,1,2,1:39,1899,2,6,BAL,33,"Pass by Havran, C., complete to Maddox, E. for 38 yds. Tackle by Snuggles, J..",4557,18,1,BAL,67,YKW,BAL,17,17
105,1,2,1:39,1899,1,10,YKW,28,Baltimore Hawks : Timeout,4557,18,1,BAL,28,YKW,BAL,17,17
106,1,2,0:43,1843,1,5,YKW,23,"Wraiths Penalty on Virtanen (R), M.: Too many men on the field.",4557,18,1,BAL,23,YKW,BAL,17,17
107,1,2,0:43,1843,1,5,YKW,23,"Rush by Bigby, L. for 5 yds. Tackle by Kroustis, G..",4557,18,1,BAL,23,YKW,BAL,17,17
108,1,2,0:43,1843,1,10,YKW,18,Baltimore Hawks : Timeout,4557,18,1,BAL,18,YKW,BAL,17,17
109,1,2,0:26,1826,1,10,YKW,18,"35 yard FG by Brand, F. is good.",4557,18,1,BAL,18,YKW,BAL,17,20
110,1,2,0:26,1826,,,BAL,30,"Brand, F. kicks off.",4557,18,1,BAL,70,YKW,BAL,17,20
111,2,2,0:26,1826,,,YKW,12,"Kickoff of 63 yards. Returned by Grithead, D. for 5 yards.",4557,18,1,YKW,88,YKW,BAL,17,20
112,2,2,0:21,1821,1,10,YKW,12,"Pass by Bigsby, C. to Helanen, T. falls incomplete.",4557,18,1,YKW,88,YKW,BAL,17,20
113,2,2,0:14,1814,2,10,YKW,12,"Pass by Bigsby, C. to Batoff, R. is incomplete. Broken up by Terim, F..",4557,18,1,YKW,88,YKW,BAL,17,20
114,2,2,0:07,1807,3,10,YKW,12,"Pass by Bigsby, C., complete to Canton, J. for 4 yds. Tackle by Green, W..",4557,18,1,YKW,88,YKW,BAL,17,20
115,2,3,15:00,1800,,,YKW,30,"Donaldson, N. kicks off.",4557,18,1,YKW,70,YKW,BAL,17,20
116,1,3,15:00,1800,,,BAL,15,"Kickoff of 67 yards. Returned by Sunnycursed, N. for 12 yards.",4557,18,1,BAL,85,YKW,BAL,17,20
117,1,3,14:53,1793,1,10,BAL,15,"Rush by Trevor, C. for 4 yds. Tackle by Uchiha, L..",4557,18,1,BAL,85,YKW,BAL,17,20
118,1,3,14:22,1762,2,6,BAL,19,"Pass by Havran, C., complete to Pancakes, P. for 3 yds. Tackle by Uchiha, L..",4557,18,1,BAL,81,YKW,BAL,17,20
119,1,3,13:51,1731,3,3,BAL,22,"Rush by Trevor, C. for 6 yds. Tackle by Lewis, L..",4557,18,1,BAL,78,YKW,BAL,17,20
120,1,3,13:21,1701,1,10,BAL,28,"Pass by Havran, C. to Maddox, E. falls incomplete.",4557,18,1,BAL,72,YKW,BAL,17,20
121,1,3,13:15,1695,2,10,BAL,28,"Havran, C. SACKED by Danny Grithead - FS for -7 yds.",4557,18,1,BAL,72,YKW,BAL,17,20
122,1,3,12:49,1669,3,17,BAL,21,"Pass by Havran, C., complete to Maddox, E. for 7 yds. Tackle by Lewis, L..",4557,18,1,BAL,79,YKW,BAL,17,20
123,2,3,12:15,1635,4,10,BAL,28,"Punt by Brand, F. of 46 yards.",4557,18,1,BAL,72,YKW,BAL,17,20
124,2,3,12:15,1635,,,,,"Returned by Snuggles, J. for 17 yards.",4557,18,1,YKW,,YKW,BAL,17,20
125,2,3,12:06,1626,1,10,YKW,43,"Pass by Bigsby, C. to Helanen, T. falls incomplete.",4557,18,1,YKW,57,YKW,BAL,17,20
126,2,3,12:03,1623,2,10,YKW,43,"Pass by Bigsby, C., complete to Marshall, M. for 3 yds. Tackle by Acho, M..",4557,18,1,YKW,57,YKW,BAL,17,20
127,2,3,11:18,1578,3,7,YKW,46,"Pass by Bigsby, C., complete to Swift, N. for 12 yds. Tackle by Jimbo, D..",4557,18,1,YKW,54,YKW,BAL,17,20
