,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,homeTeam,awayTeam,teamPoss,dist2goal,awayScore,homeScore
0,1,1,15:00,3600,,,BAL,30,"Turkleton, T. kicks off.",2317,9,BAL,YKW,BAL,70,0,0
1,2,1,15:00,3600,,,,,The kick sails into the endzone.,2317,9,BAL,YKW,YKW,,0,0
2,2,1,15:00,3600,,,,,"Maddox, R. takes it out of the endzone!",2317,9,BAL,YKW,YKW,,0,0
3,2,1,15:00,3600,,,YKW,27,"Kickoff of 80 yards. Returned by Maddox, R. for 27 yards.",2317,9,BAL,YKW,YKW,73,0,0
4,2,1,14:53,3593,1,10,YKW,27,"Rush by Akselsen, M. for a short gain. Tackle by Asipi Jr., A..",2317,9,BAL,YKW,YKW,73,0,0
5,2,1,14:25,3565,1,10,YKW,42,"Hawks Penalty on Roenick, A.: Facemask.",2317,9,BAL,YKW,YKW,58,0,0
6,2,1,14:04,3544,1,10,YKW,42,"Pass by Akselsen, M., complete to Kennedy, E. for 34 yds. Tackle by Turner, D..",2317,9,BAL,YKW,YKW,58,0,0
7,2,1,12:56,3476,1,10,BAL,23,"Rush by Akselsen, M. for -2 yds. Tackle by (R) Gambino, C..",2317,9,BAL,YKW,YKW,23,0,0
8,2,1,12:32,3452,2,12,BAL,25,"Rush by Gore, B. for 1 yds. Tackle by Broadway, E..",2317,9,BAL,YKW,YKW,25,0,0
9,2,1,12:07,3427,3,11,BAL,24,"Pass by Akselsen, M. to (R) Catcherman, F. is incomplete. Broken up by Fletcher, G..",2317,9,BAL,YKW,YKW,24,0,0
10,2,1,12:02,3422,4,11,BAL,24,"41 yard FG by Forfeit, N. is good.",2317,9,BAL,YKW,YKW,24,3,0
11,2,1,12:02,3422,,,YKW,30,"Forfeit, N. kicks off.",2317,9,BAL,YKW,YKW,70,3,0
12,1,1,12:02,3422,,,BAL,1,"Kickoff of 70 yards. Returned by Willie, T. for 1 yards.",2317,9,BAL,YKW,BAL,99,3,0
13,1,1,11:56,3416,1,10,BAL,1,"Rush by Nuck, B. for 3 yds. Tackle by Stone, W..",2317,9,BAL,YKW,BAL,99,3,0
14,1,1,11:27,3387,2,9,BAL,2,"Hawks Penalty on Diggler, D.: Illegal Shift.",2317,9,BAL,YKW,BAL,98,3,0
15,1,1,11:27,3387,2,9,BAL,2,"Pass by Blocksdale, A., complete to Taylor, O. for 9 yds. Tackle by Tweed, B..",2317,9,BAL,YKW,BAL,98,3,0
16,1,1,10:52,3352,1,10,BAL,11,"Rush by Taylor, O. for 6 yds. Tackle by Stone, W..",2317,9,BAL,YKW,BAL,89,3,0
17,1,1,10:30,3330,2,4,BAL,17,"Pass by Blocksdale, A. to L'Alto, V. falls incomplete.",2317,9,BAL,YKW,BAL,83,3,0
18,1,1,10:26,3326,3,4,BAL,17,"Rush by Taylor, O. for 3 yds. Tackle by Tweed, B..",2317,9,BAL,YKW,BAL,83,3,0
19,2,1,10:09,3309,4,1,BAL,20,"Punt by Turkleton, T. of 37 yards.",2317,9,BAL,YKW,BAL,80,3,0
20,2,1,10:09,3309,,,,,"Returned by Lavelle, D. for 14 yards.",2317,9,BAL,YKW,YKW,,3,0
21,2,1,10:01,3301,1,10,BAL,43,"Rush by Gore, B. for 5 yds. Tackle by Roenick, A..",2317,9,BAL,YKW,YKW,43,3,0
22,2,1,9:21,3261,2,10,BAL,43,"Wraiths Penalty on Rainey, R.: Illegal Formation.",2317,9,BAL,YKW,YKW,43,3,0
23,2,1,9:21,3261,2,10,BAL,43,"Pass by Akselsen, M. to Harris Jr., F. is incomplete. Broken up by Roenick, A..",2317,9,BAL,YKW,YKW,43,3,0
24,2,1,9:15,3255,3,10,BAL,43,"Pass by Akselsen, M. to Harris Jr., F. was dropped! Incomplete.",2317,9,BAL,YKW,YKW,43,3,0
25,1,1,9:09,3249,4,10,BAL,43,"Punt by Forfeit, N. of 43 yards. Touchback.",2317,9,BAL,YKW,YKW,43,3,0
26,1,1,9:04,3244,1,10,BAL,20,"Pass by Blocksdale, A. to Browning, B. falls incomplete.",2317,9,BAL,YKW,BAL,80,3,0
27,1,1,8:57,3237,2,10,BAL,20,"Pass by Blocksdale, A., complete to LeClair, A. for 28 yds. Tackle by Taylor, C..",2317,9,BAL,YKW,BAL,80,3,0
28,1,1,8:02,3182,1,15,BAL,43,"Hawks Penalty on Grey, S.: Delay of Game.",2317,9,BAL,YKW,BAL,57,3,0
29,1,1,8:02,3182,1,15,BAL,43,"Pass by Blocksdale, A., complete to Nuck, B. for 7 yds. Tackle by Hendrix, M..",2317,9,BAL,YKW,BAL,57,3,0
30,1,1,7:26,3146,2,8,BAL,50,"Pass by Blocksdale, A., complete to Taylor, O. for a short gain. Tackle by Tweed, B..",2317,9,BAL,YKW,BAL,50,3,0
31,1,1,6:52,3112,3,8,BAL,50,"Pass by Blocksdale, A., complete to LeClair, A. for 15 yds. Tackle by Taylor, C..",2317,9,BAL,YKW,BAL,50,3,0
32,1,1,6:17,3077,1,10,YKW,35,"Pass by Blocksdale, A., complete to Browning, B. for 33 yds. Tackle by Zhang, S..",2317,9,BAL,YKW,BAL,35,3,0
33,1,1,5:15,3015,1,2,YKW,2,"Rush by Nuck, B. for a short gain. Tackle by (R) Brown, J..",2317,9,BAL,YKW,BAL,2,3,0
34,1,1,4:58,2998,2,2,YKW,2,"Rush by Taylor, O. for a short gain. Tackle by (R) Brown, J..",2317,9,BAL,YKW,BAL,2,3,0
35,1,1,4:43,2983,3,2,YKW,2,Rush by Owen Taylor for 2 yds.,2317,9,BAL,YKW,BAL,2,3,0
36,1,1,4:30,2970,,,,,TOUCHDOWN! (Turkleton kick good),2317,9,BAL,YKW,BAL,,3,7
37,2,1,4:30,2970,,,,,"Kickoff by Turkleton, T. deep into the endzone. Maddox, R. kneels for a touchback.",2317,9,BAL,YKW,YKW,,3,7
38,2,1,4:30,2970,1,10,YKW,20,"Rush by Rainey, R. for 7 yds. Tackle by Goodson, N..",2317,9,BAL,YKW,YKW,80,3,7
39,2,1,3:59,2939,2,3,YKW,27,"Rush by Rainey, R. for 2 yds. Tackle by Roenick, A..",2317,9,BAL,YKW,YKW,73,3,7
40,2,1,3:32,2912,3,1,YKW,29,"Rush by Gore, B. for 9 yds. Tackle by Delacour, A..",2317,9,BAL,YKW,YKW,71,3,7
41,2,1,2:49,2869,1,10,YKW,38,"Rush by Rainey, R. for 1 yds. Tackle by Rove, C..",2317,9,BAL,YKW,YKW,62,3,7
42,2,1,2:23,2843,2,9,YKW,39,"Rush by Rainey, R. for 11 yds. Tackle by Roenick, A..",2317,9,BAL,YKW,YKW,61,3,7
43,2,1,1:48,2808,1,10,YKW,50,"Rush by Rainey, R. for 6 yds. Tackle by Goodson, N..",2317,9,BAL,YKW,YKW,50,3,7
44,2,1,1:30,2790,2,4,BAL,44,"Rush by Akselsen, M. for 16 yds. Tackle by Turner, D..",2317,9,BAL,YKW,YKW,44,3,7
45,2,1,1:02,2762,1,10,BAL,28,"Rush by Akselsen, M. for a short gain. Tackle by Roenick, A..",2317,9,BAL,YKW,YKW,28,3,7
46,2,1,0:48,2748,2,10,BAL,28,"Rush by Rainey, R. for a short gain. Tackle by Hendrix, K..",2317,9,BAL,YKW,YKW,28,3,7
47,2,1,0:38,2738,3,10,BAL,28,"Pass by Akselsen, M., complete to Harris Jr., F. for 16 yds. Tackle by Rove, C..",2317,9,BAL,YKW,YKW,28,3,7
48,2,2,15:00,2700,1,6,BAL,6,"Hawks Penalty on (R) Gambino, C.: Facemask.",2317,9,BAL,YKW,YKW,6,3,7
49,2,2,14:47,2687,1,6,BAL,6,"Pass by Akselsen, M. to McPoyal, G. falls incomplete.",2317,9,BAL,YKW,YKW,6,3,7
