,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,W,teamPoss,dist2goal,awayTeam,homeTeam,awayScore,homeScore
0,5,1,15:00,3600,,,OCO,30,"Anderson, A. kicks off.",3205,14,1,OCO,70,YKW,OCO,0,0
1,2,1,15:00,3600,,,,,The kick sails into the endzone.,3205,14,1,YKW,,YKW,OCO,0,0
2,2,1,15:00,3600,,,,,"Taylor, C. takes it out of the endzone!",3205,14,1,YKW,,YKW,OCO,0,0
3,2,1,15:00,3600,,,,,"Taylor, C. takes it down the right side.",3205,14,1,YKW,,YKW,OCO,0,0
4,2,1,15:00,3600,,,,,"Taylor, C. has blockers in front of him.",3205,14,1,YKW,,YKW,OCO,0,0
5,2,1,15:00,3600,,,,,A 40 yard return.,3205,14,1,YKW,,YKW,OCO,0,0
6,2,1,14:51,3591,1,10,YKW,40,"Rush by Wizardry, D. for 7 yds. Tackle by Ginsberg, D..",3205,14,1,YKW,60,YKW,OCO,0,0
7,2,1,14:08,3548,2,3,YKW,47,"Pass by Applehort, R. to Helanen, T. falls incomplete.",3205,14,1,YKW,53,YKW,OCO,0,0
8,2,1,14:03,3543,3,3,YKW,47,"Pass by Applehort, R., complete to Wizardry, D. for 5 yds. Tackle by Ginsberg, D..",3205,14,1,YKW,53,YKW,OCO,0,0
9,2,1,13:25,3505,1,10,OCO,47,"Rush by Wizardry, D. for 6 yds. Tackle by Grithead, D..",3205,14,1,YKW,47,YKW,OCO,0,0
10,2,1,12:58,3478,2,4,OCO,41,"Pass by Applehort, R. to Swift, N. was dropped! Incomplete.",3205,14,1,YKW,41,YKW,OCO,0,0
11,2,1,12:54,3474,3,4,OCO,41,"Rush by Carrasco, T. for 5 yds. Tackle by Broxton, J..",3205,14,1,YKW,41,YKW,OCO,0,0
12,2,1,12:11,3431,1,10,OCO,36,"Pass by Applehort, R. to Wizardry, D. was dropped! Incomplete.",3205,14,1,YKW,36,YKW,OCO,0,0
13,2,1,12:08,3428,2,10,OCO,36,"Rush by Wizardry, D. for 5 yds. Tackle by Keita, T..",3205,14,1,YKW,36,YKW,OCO,0,0
14,2,1,11:42,3402,3,5,OCO,31,"Pass by Applehort, R. to Pennington, B. falls incomplete.",3205,14,1,YKW,31,YKW,OCO,0,0
15,5,1,11:39,3399,4,5,OCO,31,"Punt by Forfeit, N. of 31 yards. Touchback.",3205,14,1,YKW,31,YKW,OCO,0,0
16,5,1,11:34,3394,1,10,OCO,20,"Rush by Adams, R. for 5 yds. Tackle by Selich, A..",3205,14,1,OCO,80,YKW,OCO,0,0
17,5,1,11:05,3365,2,5,OCO,25,"Rush by Zephyrous, S. for 6 yds. Tackle by Selich, A..",3205,14,1,OCO,75,YKW,OCO,0,0
18,5,1,10:42,3342,1,10,OCO,31,"Pass by Showbiz, G. to Crush, C. is incomplete. Broken up by Snuggles (R), J..",3205,14,1,OCO,69,YKW,OCO,0,0
19,5,1,10:39,3339,2,10,OCO,31,"Pass by Showbiz, G. to Sunnycursed, N. falls incomplete.",3205,14,1,OCO,69,YKW,OCO,0,0
20,5,1,10:33,3333,3,10,OCO,31,"Pass by Showbiz, G. to Zephyrous, S. was dropped! Incomplete.",3205,14,1,OCO,69,YKW,OCO,0,0
21,2,1,10:27,3327,4,10,OCO,31,"Punt by Anderson, A. of 69 yards. Touchback.",3205,14,1,OCO,69,YKW,OCO,0,0
22,2,1,10:23,3323,1,10,YKW,20,"Rush by Wizardry, D. for 4 yds. Tackle by Rice, J..",3205,14,1,YKW,80,YKW,OCO,0,0
23,2,1,9:48,3288,2,6,YKW,24,"Rush by Wizardry, D. for 2 yds. Tackle by Ginsberg, D..",3205,14,1,YKW,76,YKW,OCO,0,0
24,2,1,9:16,3256,3,4,YKW,26,"Rush by Wizardry, D. for 7 yds. Tackle by Spector, M..",3205,14,1,YKW,74,YKW,OCO,0,0
25,2,1,8:39,3219,1,10,YKW,33,"Applehort, R. throws the ball away to avoid the sack.",3205,14,1,YKW,67,YKW,OCO,0,0
26,2,1,8:18,3198,2,10,YKW,33,"Rush by Wizardry, D. for 2 yds. Tackle by Rice, J..",3205,14,1,YKW,67,YKW,OCO,0,0
27,2,1,7:42,3162,3,8,YKW,35,"Pass by Applehort, R., complete to Pennington, B. for 12 yds. Tackle by Schneider, D..",3205,14,1,YKW,65,YKW,OCO,0,0
28,2,1,6:48,3108,1,10,YKW,47,"Applehort, R. SACKED by Thorian Skarsgard - DT for -6 yds.",3205,14,1,YKW,53,YKW,OCO,0,0
29,2,1,6:16,3076,2,16,YKW,41,"Pass by Applehort, R. to Pennington, B. falls incomplete.",3205,14,1,YKW,59,YKW,OCO,0,0
30,2,1,6:11,3071,3,16,YKW,41,"Pass by Applehort, R. to Helanen, T. falls incomplete.",3205,14,1,YKW,59,YKW,OCO,0,0
31,5,1,6:04,3064,4,16,YKW,41,"Punt by Forfeit, N. of 40 yards. No return.",3205,14,1,YKW,59,YKW,OCO,0,0
32,5,1,5:56,3056,1,10,OCO,19,"Pass by Showbiz, G. to McPoyal, G. is incomplete. Broken up by Bakshi (R), S..",3205,14,1,OCO,81,YKW,OCO,0,0
33,5,1,5:50,3050,2,10,OCO,19,"Pass by Showbiz, G. to Blaze, J. falls incomplete.",3205,14,1,OCO,81,YKW,OCO,0,0
34,5,1,5:47,3047,3,10,OCO,19,"Pass by Showbiz, G., complete to Anoa'i, D. for 8 yds. Tackle by Jefferson IV (R), J..",3205,14,1,OCO,81,YKW,OCO,0,0
35,2,1,5:22,3022,4,2,OCO,27,"Punt by Anderson, A. of 47 yards.",3205,14,1,OCO,73,YKW,OCO,0,0
36,2,1,5:22,3022,,,,,"Returned by Swift, N. for 1 yards.",3205,14,1,YKW,,YKW,OCO,0,0
37,2,1,5:13,3013,1,10,YKW,27,"Pass by Applehort, R. to Helanen, T. was dropped! Incomplete.",3205,14,1,YKW,73,YKW,OCO,0,0
38,2,1,5:07,3007,2,10,YKW,27,"Rush by Wizardry, D. for a short gain. Tackle by Broxton, J..",3205,14,1,YKW,73,YKW,OCO,0,0
39,2,1,4:31,2971,3,10,YKW,27,"Pass by Applehort, R., complete to Wizardry, D. for 2 yds. Tackle by Grithead, D..",3205,14,1,YKW,73,YKW,OCO,0,0
40,5,1,3:54,2934,4,8,YKW,29,"Punt by Forfeit, N. of 52 yards. No return.",3205,14,1,YKW,71,YKW,OCO,0,0
41,5,1,3:48,2928,1,10,OCO,19,"Pass by Showbiz, G. to Crush, C. falls incomplete.",3205,14,1,OCO,81,YKW,OCO,0,0
42,5,1,3:45,2925,2,10,OCO,19,"Pass by Showbiz, G. to Blaze, J. falls incomplete.",3205,14,1,OCO,81,YKW,OCO,0,0
43,5,1,3:40,2920,3,10,OCO,19,"Pass by Showbiz, G. to Blaze, J. falls incomplete.",3205,14,1,OCO,81,YKW,OCO,0,0
44,2,1,3:35,2915,4,10,OCO,19,"Punt by Anderson, A. of 43 yards.",3205,14,1,OCO,81,YKW,OCO,0,0
45,2,1,3:35,2915,,,,,"Returned by Swift, N. for 1 yards.",3205,14,1,YKW,,YKW,OCO,0,0
46,2,1,3:24,2904,1,10,YKW,39,"Rush by Wizardry, D. for 9 yds. Tackle by Ginsberg, D..",3205,14,1,YKW,61,YKW,OCO,0,0
47,2,1,2:48,2868,2,1,YKW,48,"Rush by Wizardry, D. for a short gain. Tackle by Grithead, D..",3205,14,1,YKW,52,YKW,OCO,0,0
48,2,1,2:11,2831,3,1,YKW,48,"Applehort, R. SACKED by Danny Grithead - FS for -7 yds.",3205,14,1,YKW,52,YKW,OCO,0,0
49,2,1,1:48,2808,4,8,YKW,41,"Pass by Applehort, R., complete to Swift, N. for 4 yds. Tackle by Grithead, D..",3205,14,1,YKW,59,YKW,OCO,0,0
50,2,1,1:48,2808,4,4,YKW,45,Turnover on downs.,3205,14,1,YKW,55,YKW,OCO,0,0
51,5,1,1:23,2783,1,10,YKW,45,"Rush by Zephyrous, S. for 4 yds. Tackle by Selich, A..",3205,14,1,OCO,45,YKW,OCO,0,0
52,5,1,1:09,2769,2,6,YKW,41,"Pass by Showbiz, G., complete to McPoyal, G. for 7 yds. Tackle by Bakshi (R), S..",3205,14,1,OCO,41,YKW,OCO,0,0
53,5,1,0:48,2748,1,10,YKW,34,"Pass by Showbiz, G., complete to Sunnycursed, N. for 22 yds. Tackle by Dugnutt, B..",3205,14,1,OCO,34,YKW,OCO,0,0
54,5,1,0:12,2712,1,10,YKW,12,"Pass by Showbiz, G. to Blaze, J. falls incomplete.",3205,14,1,OCO,12,YKW,OCO,0,0
55,5,1,0:09,2709,2,5,YKW,7,"Wraiths Penalty on Cox (R), P.: Offsides.",3205,14,1,OCO,7,YKW,OCO,0,0
56,5,1,0:09,2709,2,5,YKW,7,"Rush by Zephyrous, S. for 4 yds. Tackle by Selich, A..",3205,14,1,OCO,7,YKW,OCO,0,0
57,5,2,15:00,2700,3,1,YKW,3,"Rush by Zephyrous, S. for 2 yds. Tackle by Bakshi (R), S..",3205,14,1,OCO,3,YKW,OCO,0,0
58,5,2,14:49,2689,1,1,YKW,1,Rush by Seer Zephyrous for 1 yds.,3205,14,1,OCO,1,YKW,OCO,0,0
59,5,2,14:37,2677,,,,,TOUCHDOWN! (Anderson kick good),3205,14,1,OCO,,YKW,OCO,0,7
60,5,2,14:37,2677,,,OCO,30,"Anderson, A. kicks off.",3205,14,1,OCO,70,YKW,OCO,0,7
61,2,2,14:37,2677,,,YKW,30,"Kickoff of 63 yards. Returned by Taylor, C. for 23 yards.",3205,14,1,YKW,70,YKW,OCO,0,7
62,2,2,14:32,2672,1,10,YKW,30,"Pass by Applehort, R. to Parker, J. was dropped! Incomplete.",3205,14,1,YKW,70,YKW,OCO,0,7
63,2,2,14:25,2665,2,10,YKW,30,"Rush by Wizardry, D. for 6 yds. Tackle by Ginsberg, D..",3205,14,1,YKW,70,YKW,OCO,0,7
64,2,2,13:55,2635,3,4,YKW,36,"Pass by Applehort, R., complete to Pennington, B. for 8 yds. Tackle by Schneider, D..",3205,14,1,YKW,64,YKW,OCO,0,7
65,2,2,13:09,2589,1,10,YKW,44,"Pass by Applehort, R., complete to Pitcher, A. for 3 yds. Tackle by Broxton, J..",3205,14,1,YKW,56,YKW,OCO,0,7
66,2,2,12:26,2546,2,7,YKW,47,"Rush by Wizardry, D. for 1 yds. Tackle by Skarsgard, T..",3205,14,1,YKW,53,YKW,OCO,0,7
67,2,2,12:01,2521,3,21,YKW,33,"Wraiths Penalty on Pennington, B.: Chop Block.",3205,14,1,YKW,67,YKW,OCO,0,7
68,2,2,11:39,2499,3,21,YKW,33,"Pass by Applehort, R. to Helanen, T. was dropped! Incomplete.",3205,14,1,YKW,67,YKW,OCO,0,7
69,5,2,11:34,2494,4,21,YKW,33,"Punt by Forfeit, N. of 53 yards.",3205,14,1,YKW,67,YKW,OCO,0,7
70,5,2,11:34,2494,,,,,"Returned by Brown, M. for 14 yards.",3205,14,1,OCO,,YKW,OCO,0,7
71,5,2,11:22,2482,1,10,OCO,28,"Pass by Showbiz, G., complete to Adams, R. for 4 yds. Tackle by Knurtsson, K..",3205,14,1,OCO,72,YKW,OCO,0,7
72,5,2,10:53,2453,2,6,OCO,32,"Rush by Adams, R. for 13 yds. Tackle by Taylor, C..",3205,14,1,OCO,68,YKW,OCO,0,7
73,5,2,10:25,2425,1,10,OCO,45,"Pass by Showbiz, G., complete to Blaze, J. for 7 yds. Tackle by Selich, A..",3205,14,1,OCO,55,YKW,OCO,0,7
74,5,2,9:43,2383,1,10,YKW,44,"Wraiths Penalty on Bakshi (R), S.: Defensive Pass Interference",3205,14,1,OCO,44,YKW,OCO,0,7
75,5,2,9:22,2362,1,10,YKW,44,"Showbiz, G. SACKED by Knute Knurtsson - FS for -6 yds.",3205,14,1,OCO,44,YKW,OCO,0,7
76,5,2,8:52,2332,2,16,OCO,50,"Pass by Showbiz, G., complete to Sunnycursed, N. for 50 yds.",3205,14,1,OCO,50,YKW,OCO,0,7
77,5,2,7:42,2262,,,,,TOUCHDOWN! (Anderson kick good),3205,14,1,OCO,,YKW,OCO,0,14
78,5,2,7:42,2262,,,OCO,30,"Anderson, A. kicks off.",3205,14,1,OCO,70,YKW,OCO,0,14
79,2,2,7:42,2262,,,YKW,10,"Kickoff of 65 yards. Returned by Taylor, C. for 5 yards.",3205,14,1,YKW,90,YKW,OCO,0,14
80,2,2,7:35,2255,1,10,YKW,10,"Rush by Wizardry, D. for 0 yds. Tackle by Skarsgard, T..",3205,14,1,YKW,90,YKW,OCO,0,14
81,2,2,7:04,2224,2,10,YKW,10,"Pass by Applehort, R. to Pennington, B. falls incomplete.",3205,14,1,YKW,90,YKW,OCO,0,14
82,2,2,6:58,2218,3,10,YKW,10,"Pass by Applehort, R. to Helanen, T. falls incomplete.",3205,14,1,YKW,90,YKW,OCO,0,14
83,5,2,6:55,2215,4,10,YKW,10,"Punt by Forfeit, N. of 37 yards.",3205,14,1,YKW,90,YKW,OCO,0,14
84,5,2,6:55,2215,,,,,"Returned by Brown, M. for 5 yards.",3205,14,1,OCO,,YKW,OCO,0,14
85,5,2,6:41,2201,1,10,YKW,42,"Pass by Showbiz, G., complete to Zephyrous, S. for 5 yds. Tackle by Knurtsson, K..",3205,14,1,OCO,42,YKW,OCO,0,14
86,5,2,6:12,2172,2,5,YKW,37,"Pass by Showbiz, G. to Zephyrous, S. was dropped! Incomplete.",3205,14,1,OCO,37,YKW,OCO,0,14
87,5,2,6:05,2165,3,5,YKW,37,"Pass by Showbiz, G., complete to Adams, R. for 37 yds.",3205,14,1,OCO,37,YKW,OCO,0,14
88,5,2,5:05,2105,,,,,TOUCHDOWN! (Anderson kick good),3205,14,1,OCO,,YKW,OCO,0,21
89,5,2,5:05,2105,,,OCO,30,"Anderson, A. kicks off.",3205,14,1,OCO,70,YKW,OCO,0,21
90,2,2,5:05,2105,,,,,The kick sails into the endzone.,3205,14,1,YKW,,YKW,OCO,0,21
91,2,2,5:05,2105,,,,,"Parker, J. takes it out of the endzone!",3205,14,1,YKW,,YKW,OCO,0,21
92,2,2,5:05,2105,,,YKW,15,"Kickoff of 73 yards. Returned by Parker, J. for 15 yards.",3205,14,1,YKW,85,YKW,OCO,0,21
93,2,2,4:58,2098,1,10,YKW,15,"Pass by Applehort, R., complete to Wizardry, D. for a short gain. Tackle by Spector, M..",3205,14,1,YKW,85,YKW,OCO,0,21
94,2,2,4:12,2052,2,10,YKW,15,"Pass by Applehort, R. to Pennington, B. is incomplete. Broken up by Brown, M..",3205,14,1,YKW,85,YKW,OCO,0,21
95,2,2,4:07,2047,3,10,YKW,15,"Applehort, R. SACKED by Thorian Skarsgard - DT for -6 yds.",3205,14,1,YKW,85,YKW,OCO,0,21
96,5,2,3:45,2025,4,16,YKW,9,"Punt by Forfeit, N. of 50 yards.",3205,14,1,YKW,91,YKW,OCO,0,21
97,5,2,3:45,2025,,,,,"Returned by Brown, M. for 4 yards.",3205,14,1,OCO,,YKW,OCO,0,21
98,5,2,3:33,2013,1,10,OCO,44,"Pass by Showbiz, G. to Sunnycursed, N. falls incomplete.",3205,14,1,OCO,56,YKW,OCO,0,21
99,5,2,3:28,2008,2,10,OCO,44,"Pass by Showbiz, G. to Adams, R. falls incomplete.",3205,14,1,OCO,56,YKW,OCO,0,21
100,5,2,3:23,2003,3,10,OCO,44,"Pass by Showbiz, G. to Adams, R. falls incomplete.",3205,14,1,OCO,56,YKW,OCO,0,21
101,2,2,3:20,2000,4,10,OCO,44,"Punt by Anderson, A. of 38 yards.",3205,14,1,OCO,56,YKW,OCO,0,21
102,2,2,3:20,2000,,,,,"Returned by Swift, N. for 1 yards.",3205,14,1,YKW,,YKW,OCO,0,21
103,2,2,3:10,1990,1,15,YKW,13,"Wraiths Penalty on Parker, J.: Too many men on the field.",3205,14,1,YKW,87,YKW,OCO,0,21
