,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,W,homeTeam,awayTeam,teamPoss,dist2goal,awayScore,homeScore
0,1,1,15:00,3600,,,BAL,30,"Turkleton, T. kicks off.",2671,11,1,BAL,YKW,BAL,70,0,0
1,2,1,15:00,3600,,,,,The kick sails into the endzone.,2671,11,1,BAL,YKW,YKW,,0,0
2,2,1,15:00,3600,,,,,"Pennington, T. takes it out of the endzone!",2671,11,1,BAL,YKW,YKW,,0,0
3,2,1,15:00,3600,,,YKW,21,"Kickoff of 79 yards. Returned by Pennington, T. for 21 yards.",2671,11,1,BAL,YKW,YKW,79,0,0
4,2,1,14:51,3591,1,10,YKW,21,"Rush by (R) Carrasco, T. for 1 yds. Tackle by (R) Mbanefo, K..",2671,11,1,BAL,YKW,YKW,79,0,0
5,2,1,14:36,3576,2,9,YKW,22,"Pass by Pennington, B., complete to (R) Summer, A. for 26 yds. Tackle by (R) Arnold, D..",2671,11,1,BAL,YKW,YKW,78,0,0
6,2,1,13:33,3513,1,10,YKW,48,"Rush by (R) Summer, A. for 4 yds. Tackle by Roenick, A..",2671,11,1,BAL,YKW,YKW,52,0,0
7,2,1,13:12,3492,2,6,BAL,47,"Pass by Pennington, B., complete to Cook, B. for 5 yds. Tackle by Fletcher, G..",2671,11,1,BAL,YKW,YKW,47,0,0
8,2,1,12:44,3464,3,1,BAL,42,"Pass by Pennington, B., complete to (R) Parker, J. for 2 yds. Tackle by Blocksdale, A..",2671,11,1,BAL,YKW,YKW,42,0,0
9,2,1,12:12,3432,1,10,BAL,40,"Pennington, B. SACKED by Trey Willie - WR for -7 yds.",2671,11,1,BAL,YKW,YKW,40,0,0
10,2,1,11:46,3406,2,17,BAL,47,"Rush by (R) Summer, A. for 18 yds. Tackle by Blocksdale, A..",2671,11,1,BAL,YKW,YKW,47,0,0
11,2,1,11:01,3361,1,10,BAL,29,"Pennington, B. throws the ball away to avoid the sack.",2671,11,1,BAL,YKW,YKW,29,0,0
12,2,1,10:38,3338,2,10,BAL,29,"Pass by Pennington, B., complete to Cook, B. for 21 yds. Tackle by (R) Arnold, D..",2671,11,1,BAL,YKW,YKW,29,0,0
13,2,1,09:46,3286,1,8,BAL,8,"Pass by Pennington, B., complete to McPoyal, G. for 8 yds.",2671,11,1,BAL,YKW,YKW,8,0,0
14,2,1,09:18,3258,,,,,TOUCHDOWN! (Forfeit kick good),2671,11,1,BAL,YKW,YKW,,7,0
15,2,1,09:18,3258,,,YKW,30,"Forfeit, N. kicks off.",2671,11,1,BAL,YKW,YKW,70,7,0
16,1,1,09:18,3258,,,,,"Valentine, V. takes it down the right side.",2671,11,1,BAL,YKW,BAL,,7,0
17,1,1,09:18,3258,,,,,"Valentine, V. is finally brought down. A 38 yard return.",2671,11,1,BAL,YKW,BAL,,7,0
18,1,1,09:13,3253,1,10,BAL,38,"Pass by Applehort, R. to L'Alto, V. was dropped! Incomplete.",2671,11,1,BAL,YKW,BAL,62,7,0
19,1,1,09:07,3247,2,10,BAL,38,"Rush by Taylor, O. for a short gain. Tackle by Brown, J..",2671,11,1,BAL,YKW,BAL,62,7,0
20,1,1,08:45,3225,3,10,BAL,38,"Pass by Applehort, R. to Valentine, V. falls incomplete.",2671,11,1,BAL,YKW,BAL,62,7,0
21,2,1,08:41,3221,4,10,BAL,38,"Punt by Turkleton, T. of 45 yards.",2671,11,1,BAL,YKW,BAL,62,7,0
