,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,W,homeTeam,awayTeam,teamPoss,dist2goal,awayScore,homeScore
0,2,1,15:00,3600,,,YKW,30,"Booter, A. kicks off.",17,1,1,YKW,SJS,YKW,70,0,0
1,6,1,15:00,3600,,,SJS,16,"Kickoff of 64 yards. Returned by Wiley, D. for 10 yards.",17,1,1,YKW,SJS,SJS,84,0,0
2,6,1,14:56,3596,1,10,SJS,16,"Rush by Bowers Jr, V. for 6 yds. Tackle by Sanchez, P..",17,1,1,YKW,SJS,SJS,84,0,0
3,6,1,14:31,3571,2,4,SJS,22,"Pass by Christ, J. to Bowers Jr, V. is incomplete. Broken up by Flimjollywop, S..",17,1,1,YKW,SJS,SJS,78,0,0
4,6,1,14:25,3565,3,4,SJS,22,"Rush by Bowers Jr, V. for 1 yds. Tackle by Bender, T..",17,1,1,YKW,SJS,SJS,78,0,0
5,2,1,14:07,3547,4,3,SJS,23,"Punt by Laces, K. of 43 yards.",17,1,1,YKW,SJS,SJS,77,0,0
6,2,1,14:07,3547,,,,,"Returned by Garden, J. for 8 yards.",17,1,1,YKW,SJS,YKW,,0,0
7,2,1,13:57,3537,1,5,YKW,47,"SaberCats Penalty on Hardrool, C.: Too many men on the field.",17,1,1,YKW,SJS,YKW,53,0,0
8,2,1,13:57,3537,1,5,YKW,47,"Rush by Nuck, B. for 3 yds. Tackle by Selich, A..",17,1,1,YKW,SJS,YKW,53,0,0
9,2,1,13:40,3520,2,2,YKW,50,"Pass by Orosz, C., complete to Garden, J. for 25 yds. Tackle by Canton, J..",17,1,1,YKW,SJS,YKW,50,0,0
10,2,1,12:25,3445,1,10,SJS,25,"Pass by Orosz, C., complete to Garden, J. for 13 yds. Tackle by Hackett, A..",17,1,1,YKW,SJS,YKW,25,0,0
11,2,1,11:33,3393,1,10,SJS,12,"Pass by Orosz, C., complete to Maddox, R. for 7 yds. Tackle by Metas, B..",17,1,1,YKW,SJS,YKW,12,0,0
12,2,1,11:01,3361,2,3,SJS,5,Rush by Bubba Nuck for 5 yds.,17,1,1,YKW,SJS,YKW,5,0,0
13,2,1,10:48,3348,,,,,TOUCHDOWN! (Booter kick good),17,1,1,YKW,SJS,YKW,,0,7
14,2,1,10:48,3348,,,YKW,30,"Booter, A. kicks off.",17,1,1,YKW,SJS,YKW,70,0,7
15,6,1,10:48,3348,,,SJS,23,"Kickoff of 68 yards. Returned by Wiley, D. for 21 yards.",17,1,1,YKW,SJS,SJS,77,0,7
16,6,1,10:41,3341,1,10,SJS,23,"Pass by Christ, J. to Cook, B. was dropped! Incomplete.",17,1,1,YKW,SJS,SJS,77,0,7
17,6,1,10:36,3336,2,10,SJS,23,"Pass by Christ, J., complete to Cook, B. for 20 yds. Tackle by Cutter, D..",17,1,1,YKW,SJS,SJS,77,0,7
18,6,1,09:48,3288,1,20,SJS,33,"SaberCats Penalty on Robicheaux, D.: Illegal use of Hands.",17,1,1,YKW,SJS,SJS,67,0,7
19,6,1,09:36,3276,1,20,SJS,33,"Pass by Christ, J. to Cook, B. was dropped! Incomplete.",17,1,1,YKW,SJS,SJS,67,0,7
20,6,1,09:33,3273,2,35,SJS,18,"SaberCats Penalty on Weston, S.: Unsportsmanlike Conduct.",17,1,1,YKW,SJS,SJS,82,0,7
21,6,1,09:06,3246,2,35,SJS,18,"Pass by Christ, J. to Weston, S. is incomplete. Broken up by Lavelle, D..",17,1,1,YKW,SJS,SJS,82,0,7
22,6,1,09:03,3243,3,35,SJS,18,"Rush by Bowers Jr, V. for 8 yds. Tackle by Shelton, L..",17,1,1,YKW,SJS,SJS,82,0,7
23,2,1,08:36,3216,4,27,SJS,26,"Punt by Laces, K. of 31 yards.",17,1,1,YKW,SJS,SJS,74,0,7
24,2,1,08:36,3216,,,,,"Returned by Garden, J. for -2 yards.",17,1,1,YKW,SJS,YKW,,0,7
25,2,1,08:23,3203,1,10,YKW,41,"Orosz, C. throws the ball away to avoid the sack.",17,1,1,YKW,SJS,YKW,59,0,7
26,2,1,08:04,3184,2,10,YKW,41,"Pass by Orosz, C., complete to Larsendorf, R. for 19 yds. Tackle by Shoate, T..",17,1,1,YKW,SJS,YKW,59,0,7
27,2,1,07:11,3131,1,10,SJS,40,"Pass by Orosz, C., complete to Stats, J. for 5 yds. Tackle by Selich, A..",17,1,1,YKW,SJS,YKW,40,0,7
28,2,1,06:33,3093,2,5,SJS,35,"Pass by Orosz, C., complete to Larsendorf, R. for 9 yds. Tackle by Brill, J..",17,1,1,YKW,SJS,YKW,35,0,7
29,2,1,05:18,3018,1,10,SJS,26,"Pass by Orosz, C. to Maddox, R. was dropped! Incomplete.",17,1,1,YKW,SJS,YKW,26,0,7
30,2,1,05:14,3014,2,10,SJS,26,"Pass by Orosz, C. to LeClair, A. was dropped! Incomplete.",17,1,1,YKW,SJS,YKW,26,0,7
31,2,1,05:11,3011,3,10,SJS,26,"Pass by Orosz, C. to Maddox, R. was dropped! Incomplete.",17,1,1,YKW,SJS,YKW,26,0,7
32,2,1,05:07,3007,4,10,SJS,26,"43 yard FG by Booter, A. is NO good.",17,1,1,YKW,SJS,YKW,26,0,7
33,6,1,05:07,3007,1,10,SJS,26,"Pass by Christ, J., complete to Cook, B. for 14 yds. Tackle by Cutter, D..",17,1,1,YKW,SJS,SJS,74,0,7
34,6,1,04:17,2957,1,10,SJS,40,"Rush by Wiley, D. for 1 yds. Tackle by Ramrio, M..",17,1,1,YKW,SJS,SJS,60,0,7
35,6,1,04:01,2941,2,9,SJS,41,"Pass by Christ, J. to Bottles, B. was dropped! Incomplete.",17,1,1,YKW,SJS,SJS,59,0,7
36,6,1,03:54,2934,3,9,SJS,41,"Rush by Bowers Jr, V. for 6 yds. Tackle by Shelton, L..",17,1,1,YKW,SJS,SJS,59,0,7
37,2,1,03:30,2910,4,3,SJS,47,"Punt by Laces, K. of 53 yards. Touchback.",17,1,1,YKW,SJS,SJS,53,0,7
38,2,1,03:26,2906,1,10,YKW,20,"Pass by Orosz, C., complete to Maddox, R. for 7 yds. Tackle by Selich, A..",17,1,1,YKW,SJS,YKW,80,0,7
39,2,1,02:52,2872,2,3,YKW,27,"Rush by Nuck, B. for a short gain. Tackle by Hackett, A..",17,1,1,YKW,SJS,YKW,73,0,7
40,2,1,02:31,2851,3,3,YKW,27,"Pass by Orosz, C., complete to Garden, J. for 8 yds. Tackle by Canton, J..",17,1,1,YKW,SJS,YKW,73,0,7
41,2,1,01:48,2808,1,10,YKW,35,"Rush by Nuck, B. for 9 yds. Tackle by Brill, J..",17,1,1,YKW,SJS,YKW,65,0,7
42,2,1,01:05,2765,2,1,YKW,44,"Pass by Orosz, C. to LeClair, A. falls incomplete.",17,1,1,YKW,SJS,YKW,56,0,7
43,2,1,01:00,2760,3,1,YKW,44,"Pass by Orosz, C., complete to Garden, J. for 34 yds. Tackle by Hackett, A..",17,1,1,YKW,SJS,YKW,56,0,7
44,2,2,15:00,2700,1,10,SJS,22,"Pass by Orosz, C., complete to Maddox, R. for 7 yds. Tackle by Selich, A..",17,1,1,YKW,SJS,YKW,22,0,7
45,2,2,14:28,2668,2,3,SJS,15,"Pass by Orosz, C., complete to LeClair, A. for 3 yds. Tackle by Hackett, A..",17,1,1,YKW,SJS,YKW,15,0,7
46,2,2,13:51,2631,1,10,SJS,12,"Pass by Orosz, C., to LeClair, A.. INTERCEPTION by Shoate, T. at the SJS - 7 yard line and returned for 13 yards.",17,1,1,YKW,SJS,YKW,12,0,7
47,6,2,13:16,2596,1,10,SJS,20,"Pass by Christ, J., complete to Weston, S. for 12 yds. Tackle by Lavelle, D..",17,1,1,YKW,SJS,SJS,80,0,7
48,6,2,12:24,2544,1,10,SJS,32,"Pass by Christ, J., to Bottles, B.. INTERCEPTION by Hampshireton, R. at the SJS - 36 yard line and returned for 9 yards.",17,1,1,YKW,SJS,SJS,68,0,7
49,2,2,12:04,2524,1,10,SJS,27,"Rush by Nuck, B. for 2 yds. Tackle by Miller, D..",17,1,1,YKW,SJS,YKW,27,0,7
50,2,2,11:44,2504,2,8,SJS,25,"Pass by Orosz, C., complete to Larsendorf, R. for 2 yds. Tackle by Selich, A..",17,1,1,YKW,SJS,YKW,25,0,7
51,2,2,11:07,2467,3,6,SJS,23,"Pass by Orosz, C. to Maddox, R. was dropped! Incomplete.",17,1,1,YKW,SJS,YKW,23,0,7
52,2,2,11:04,2464,4,6,SJS,23,"40 yard FG by Booter, A. is good.",17,1,1,YKW,SJS,YKW,23,0,10
53,2,2,11:04,2464,,,YKW,30,"Booter, A. kicks off.",17,1,1,YKW,SJS,YKW,70,0,10
54,6,2,11:04,2464,,,SJS,28,"Kickoff of 61 yards. Returned by Wiley, D. for 19 yards.",17,1,1,YKW,SJS,SJS,72,0,10
55,6,2,11:02,2462,1,24,SJS,14,"SaberCats Penalty on Robicheaux, D.: Unnecessary Roughness.",17,1,1,YKW,SJS,SJS,86,0,10
56,6,2,10:57,2457,1,24,SJS,14,"Christ, J. SACKED by Trent Bender - DT for -7 yds.",17,1,1,YKW,SJS,SJS,86,0,10
57,6,2,10:30,2430,2,31,SJS,7,"Pass by Christ, J., complete to Cook, B. for 36 yds. Tackle by Sanchez, P..",17,1,1,YKW,SJS,SJS,93,0,10
58,6,2,09:06,2346,1,10,SJS,43,"Pass by Christ, J., complete to Bottles, B. for 8 yds. Tackle by Hampshireton, R..",17,1,1,YKW,SJS,SJS,57,0,10
59,6,2,08:26,2306,2,2,YKW,49,"Pass by Christ, J., complete to Weston, S. for 28 yds. Tackle by Shelton, L..",17,1,1,YKW,SJS,SJS,49,0,10
60,6,2,07:17,2237,1,10,YKW,21,"Pass by Christ, J. to Weston, S. is incomplete. Broken up by Lavelle, D..",17,1,1,YKW,SJS,SJS,21,0,10
61,6,2,07:13,2233,2,10,YKW,21,"Rush by Bowers Jr, V. for 5 yds. Tackle by Shelton, L..",17,1,1,YKW,SJS,SJS,21,0,10
