,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,W,homeTeam,awayTeam,teamPoss,dist2goal,awayScore,homeScore
0,1,1,15:00,3600,,,BAL,30,"Brand, F. kicks off.",5596,23,1,BAL,YKW,BAL,70,0,0
1,2,1,15:00,3600,,,,,"Hanyadi, M. takes it down the right side.",5596,23,1,BAL,YKW,YKW,,0,0
2,2,1,15:00,3600,,,,,"Hanyadi, M. is finally brought down. A 38 yard return.",5596,23,1,BAL,YKW,YKW,,0,0
3,2,1,14:55,3595,1,10,YKW,45,"Rush by Hanyadi, M. for 0 yds. Tackle by Hole, M..",5596,23,1,BAL,YKW,YKW,55,0,0
4,2,1,14:33,3573,2,10,YKW,45,"Pass by Bigsby, C., complete to Rodriguez, B. for 36 yds. Tackle by Stackinpaper, B..",5596,23,1,BAL,YKW,YKW,55,0,0
5,2,1,13:29,3509,1,10,BAL,19,"Pass by Bigsby, C. to Jackson, A. is incomplete. Broken up by Stackinpaper, B..",5596,23,1,BAL,YKW,YKW,19,0,0
6,2,1,13:24,3504,1,10,BAL,10,"Hawks Penalty on Bean, S.: Unsportsmanlike Conduct.",5596,23,1,BAL,YKW,YKW,10,0,0
7,2,1,13:08,3488,1,10,BAL,10,"Pass by Bigsby, C. to Lee (R), M. is incomplete. Broken up by Stackinpaper, B..",5596,23,1,BAL,YKW,YKW,10,0,0
8,2,1,13:02,3482,2,10,BAL,10,"Pass by Bigsby, C., complete to Rodriguez, B. for 10 yds.",5596,23,1,BAL,YKW,YKW,10,0,0
9,2,1,12:40,3460,,,,,TOUCHDOWN! (Smalls kick good),5596,23,1,BAL,YKW,YKW,,7,0
10,2,1,12:40,3460,,,YKW,30,"Smalls, D. kicks off.",5596,23,1,BAL,YKW,YKW,70,7,0
11,1,1,12:40,3460,,,,,The kick sails into the endzone.,5596,23,1,BAL,YKW,BAL,,7,0
12,1,1,12:40,3460,,,,,"Green, W. takes it out of the endzone!",5596,23,1,BAL,YKW,BAL,,7,0
13,1,1,12:40,3460,,,,,"Green, W. takes it down the right side.",5596,23,1,BAL,YKW,BAL,,7,0
14,1,1,12:40,3460,,,,,"Green, W. cuts across the field.",5596,23,1,BAL,YKW,BAL,,7,0
15,1,1,12:40,3460,,,,,A 43 yard return.,5596,23,1,BAL,YKW,BAL,,7,0
16,1,1,12:31,3451,1,10,BAL,43,"Rush by Williams, D. for 3 yds. Tackle by Valdyr (R), M..",5596,23,1,BAL,YKW,BAL,57,7,0
17,1,1,12:02,3422,2,7,BAL,46,"Pass by Fujiwara, C., complete to Skuff, R. for 5 yds. Tackle by Valdyr (R), M..",5596,23,1,BAL,YKW,BAL,54,7,0
18,1,1,11:26,3386,3,2,YKW,48,"Rush by Williams, D. for 5 yds. Tackle by Valdyr (R), M..",5596,23,1,BAL,YKW,BAL,48,7,0
19,1,1,10:54,3354,1,10,YKW,28,"Wraiths Penalty on Money, P.: Facemask.",5596,23,1,BAL,YKW,BAL,28,7,0
20,1,1,10:30,3330,1,10,YKW,14,"Wraiths Penalty on Leonard, M.: Unnecessary Roughness.",5596,23,1,BAL,YKW,BAL,14,7,0
21,1,1,10:13,3313,1,10,YKW,14,"Rush by Fujiwara, C. for 3 yds. Tackle by Quaid, D..",5596,23,1,BAL,YKW,BAL,14,7,0
22,1,1,09:49,3289,2,7,YKW,11,"Fujiwara, C. SACKED by Douglas Quaid - LB for -6 yds. FUMBLE recovered by Quaid, D. at the YKW - 17 yard line and returned for 14 yards.",5596,23,1,BAL,YKW,BAL,11,7,0
23,2,1,09:29,3269,1,10,YKW,31,"Rush by Hanyadi, M. for 4 yds. Tackle by Green, W..",5596,23,1,BAL,YKW,YKW,69,7,0
24,2,1,09:03,3243,2,6,YKW,35,"Rush by Hanyadi, M. for 1 yds. Tackle by Bean, S..",5596,23,1,BAL,YKW,YKW,65,7,0
25,2,1,08:48,3228,3,5,YKW,36,"Rush by Hanyadi, M. for 6 yds. Tackle by Kennedy (R), D..",5596,23,1,BAL,YKW,YKW,64,7,0
26,2,1,08:30,3210,1,10,YKW,42,"Rush by Hanyadi, M. for 6 yds. Tackle by Riley (R), C..",5596,23,1,BAL,YKW,YKW,58,7,0
27,2,1,08:01,3181,2,4,YKW,48,"Pass by Bigsby, C. to Skyline, A. is incomplete. Broken up by De Ville, D..",5596,23,1,BAL,YKW,YKW,52,7,0
28,2,1,07:57,3177,3,4,YKW,48,"Rush by Skyline, A. for 6 yds. Tackle by Marston, J..",5596,23,1,BAL,YKW,YKW,52,7,0
29,2,1,07:34,3154,1,10,BAL,45,"Bigsby, C. throws the ball away to avoid the sack.",5596,23,1,BAL,YKW,YKW,45,7,0
30,2,1,07:18,3138,2,10,BAL,45,"Pass by Bigsby, C., complete to Jackson, A. for 10 yds. Tackle by Avery, E..",5596,23,1,BAL,YKW,YKW,45,7,0
31,2,1,06:32,3092,1,10,BAL,35,"Rush by Skyline, A. for 4 yds. Tackle by De Ville, D..",5596,23,1,BAL,YKW,YKW,35,7,0
32,2,1,06:03,3063,2,6,BAL,31,"Pass by Bigsby, C., complete to Jackson, A. for 11 yds. Tackle by Avery, E..",5596,23,1,BAL,YKW,YKW,31,7,0
33,2,1,05:25,3025,1,10,BAL,20,"Rush by Skyline, A. for a short gain. Tackle by Hole, M..",5596,23,1,BAL,YKW,YKW,20,7,0
34,2,1,05:08,3008,2,10,BAL,20,"Rush by Skyline, A. for 7 yds. Tackle by Marston, J..",5596,23,1,BAL,YKW,YKW,20,7,0
35,2,1,04:38,2978,3,3,BAL,13,"Rush by Skyline, A. for 2 yds. Tackle by Green, W..",5596,23,1,BAL,YKW,YKW,13,7,0
36,2,1,04:13,2953,4,1,BAL,11,"28 yard FG by Smalls, D. is good.",5596,23,1,BAL,YKW,YKW,11,10,0
37,2,1,04:13,2953,,,YKW,30,"Smalls, D. kicks off.",5596,23,1,BAL,YKW,YKW,70,10,0
38,1,1,04:13,2953,,,BAL,15,"Kickoff of 64 yards. Returned by Quinn, A. for 9 yards.",5596,23,1,BAL,YKW,BAL,85,10,0
39,1,1,04:06,2946,1,10,BAL,15,"Rush by Williams, D. for 5 yds. Tackle by Quaid, D..",5596,23,1,BAL,YKW,BAL,85,10,0
40,1,1,03:46,2926,2,5,BAL,20,"Pass by Fujiwara, C., complete to Quinn, A. for 24 yds. Tackle by Leonard, M..",5596,23,1,BAL,YKW,BAL,80,10,0
41,1,1,02:56,2876,1,10,BAL,44,"Pass by Fujiwara, C. to Kross, C. was dropped! Incomplete.",5596,23,1,BAL,YKW,BAL,56,10,0
