,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,W,teamPoss,dist2goal,awayTeam,homeTeam,awayScore,homeScore
0,1,1,15:00,3600,,,BAL,30,"Brand, F. kicks off.",5154,21,1,BAL,70,YKW,BAL,0,0
1,2,1,15:00,3600,,,,,The kick sails into the endzone.,5154,21,1,YKW,,YKW,BAL,0,0
2,2,1,15:00,3600,,,,,"Snuggles, J. takes it out of the endzone!",5154,21,1,YKW,,YKW,BAL,0,0
3,2,1,15:00,3600,,,YKW,9,"Kickoff of 74 yards. Returned by Snuggles, J. for 9 yards.",5154,21,1,YKW,91,YKW,BAL,0,0
4,2,1,14:55,3595,1,10,YKW,9,"Rush by Hanyadi, M. for 3 yds. Tackle by Nikko, G..",5154,21,1,YKW,91,YKW,BAL,0,0
5,2,1,14:37,3577,1,10,YKW,22,"Hawks Penalty on Beaner (R), S.: Tripping.",5154,21,1,YKW,78,YKW,BAL,0,0
6,2,1,14:26,3566,1,10,YKW,22,"Rush by Hanyadi, M. for 0 yds. Tackle by Baldari, F..",5154,21,1,YKW,78,YKW,BAL,0,0
7,2,1,14:13,3553,2,10,YKW,22,"Pass by Bigsby, C., complete to Gordon, R. for 26 yds. Tackle by Marston, J..",5154,21,1,YKW,78,YKW,BAL,0,0
8,2,1,13:22,3502,1,10,YKW,48,"Pass by Bigsby, C., complete to Rodriguez, B. for 8 yds. Tackle by Uchiha, L..",5154,21,1,YKW,52,YKW,BAL,0,0
9,2,1,12:56,3476,2,2,BAL,43,"Rush by Hanyadi, M. for 8 yds. Tackle by Troyski, X..",5154,21,1,YKW,43,YKW,BAL,0,0
10,2,1,12:29,3449,1,10,BAL,35,"Pass by Bigsby, C., complete to Hanyadi, M. for 17 yds. Tackle by Vans, R..",5154,21,1,YKW,35,YKW,BAL,0,0
11,2,1,11:44,3404,1,10,BAL,18,"Pass by Bigsby, C., complete to Gordon, R. for 18 yds.",5154,21,1,YKW,18,YKW,BAL,0,0
12,2,1,11:13,3373,,,,,TOUCHDOWN! (Smalls (R) kick good),5154,21,1,YKW,,YKW,BAL,7,0
13,2,1,11:13,3373,,,YKW,30,"Smalls (R), D. kicks off.",5154,21,1,YKW,70,YKW,BAL,7,0
14,1,1,11:13,3373,,,,,"Green, W. takes it down the right side.",5154,21,1,BAL,,YKW,BAL,7,0
15,1,1,11:13,3373,,,,,"Green, W. has blockers in front of him.",5154,21,1,BAL,,YKW,BAL,7,0
16,1,1,11:13,3373,,,,,It's a footrace!,5154,21,1,BAL,,YKW,BAL,7,0
17,1,1,11:13,3373,,,,,A 99 yard return.,5154,21,1,BAL,,YKW,BAL,7,0
18,1,1,10:56,3356,,,,,TOUCHDOWN! (Brand kick good),5154,21,1,BAL,,YKW,BAL,7,7
19,1,1,10:56,3356,,,BAL,30,"Brand, F. kicks off.",5154,21,1,BAL,70,YKW,BAL,7,7
20,2,1,10:56,3356,,,YKW,18,"Kickoff of 69 yards. Returned by Swift, N. for 17 yards.",5154,21,1,YKW,82,YKW,BAL,7,7
21,2,1,10:49,3349,1,10,YKW,18,"Pass by Bigsby, C. to Rodriguez, B. is incomplete. Broken up by Marston, J..",5154,21,1,YKW,82,YKW,BAL,7,7
22,2,1,10:43,3343,2,10,YKW,18,"Rush by Hanyadi, M. for 3 yds. Tackle by Baldari, F..",5154,21,1,YKW,82,YKW,BAL,7,7
23,2,1,10:34,3334,3,7,YKW,21,"Pass by Bigsby, C. to Gordon, R. falls incomplete.",5154,21,1,YKW,79,YKW,BAL,7,7
24,1,1,10:28,3328,4,7,YKW,21,"Punt by Smalls (R), D. of 64 yards.",5154,21,1,YKW,79,YKW,BAL,7,7
25,1,1,10:28,3328,,,,,"Returned by Green, W. for 11 yards.",5154,21,1,BAL,,YKW,BAL,7,7
26,1,1,10:14,3314,1,10,BAL,26,"Rush by Reed, A. for a short gain. Tackle by Kroustis, G..",5154,21,1,BAL,74,YKW,BAL,7,7
27,1,1,9:59,3299,2,10,BAL,26,"Rush by Reed, A. for a short gain. Tackle by Maulolo, C..",5154,21,1,BAL,74,YKW,BAL,7,7
28,1,1,9:39,3279,3,10,BAL,26,"Rush by Williams, D. for 5 yds. Tackle by Selich, A..",5154,21,1,BAL,74,YKW,BAL,7,7
29,2,1,9:19,3259,4,5,BAL,31,"Punt by Brand, F. of 68 yards. No return.",5154,21,1,BAL,69,YKW,BAL,7,7
30,2,1,9:13,3253,1,10,YKW,1,"Rush by Drake, O. for 15 yds. Tackle by Green, W..",5154,21,1,YKW,99,YKW,BAL,7,7
31,2,1,8:43,3223,1,10,YKW,16,"Pass by Bigsby, C., complete to Gordon, R. for 8 yds. Tackle by Marston, J..",5154,21,1,YKW,84,YKW,BAL,7,7
32,2,1,8:12,3192,2,2,YKW,24,"Pass by Bigsby, C., complete to Swift, N. for 12 yds. Tackle by Acho, M..",5154,21,1,YKW,76,YKW,BAL,7,7
33,2,1,7:29,3149,1,10,YKW,36,"Rush by Hanyadi, M. for 0 yds. Tackle by Baldari, F..",5154,21,1,YKW,64,YKW,BAL,7,7
34,2,1,7:20,3140,2,10,YKW,36,"Pass by Bigsby, C. to Hanyadi, M. falls incomplete.",5154,21,1,YKW,64,YKW,BAL,7,7
35,2,1,7:14,3134,3,10,YKW,36,"Pass by Bigsby, C., complete to Z, D. for 17 yds. Tackle by Marston, J..",5154,21,1,YKW,64,YKW,BAL,7,7
36,2,1,6:20,3080,1,10,BAL,47,"Rush by Drake, O. for 7 yds. Tackle by Vans, R..",5154,21,1,YKW,47,YKW,BAL,7,7
37,2,1,6:02,3062,2,3,BAL,40,"Pass by Bigsby, C. to Swift, N. falls incomplete.",5154,21,1,YKW,40,YKW,BAL,7,7
38,2,1,5:57,3057,3,3,BAL,40,"Rush by Hanyadi, M. for 2 yds. Tackle by Troyski, X..",5154,21,1,YKW,40,YKW,BAL,7,7
39,2,1,5:42,3042,1,10,BAL,33,"Hawks Penalty on Z, D.: Encroachment.",5154,21,1,YKW,33,YKW,BAL,7,7
40,2,1,5:42,3042,1,10,BAL,33,"Pass by Bigsby, C., complete to Swift, N. for 10 yds. Tackle by Acho, M..",5154,21,1,YKW,33,YKW,BAL,7,7
41,2,1,5:07,3007,1,5,BAL,18,"Hawks Penalty on Beaner (R), S.: Offsides.",5154,21,1,YKW,18,YKW,BAL,7,7
42,2,1,5:07,3007,1,5,BAL,18,"Rush by Hanyadi, M. for 6 yds. Tackle by Vans, R..",5154,21,1,YKW,18,YKW,BAL,7,7
43,2,1,4:48,2988,1,6,BAL,6,"Hawks Penalty on Z, D.: Unsportsmanlike Conduct.",5154,21,1,YKW,6,YKW,BAL,7,7
44,2,1,4:33,2973,1,6,BAL,6,"Bigsby, C. SACKED by Fabricio Baldari - DE for -9 yds.",5154,21,1,YKW,6,YKW,BAL,7,7
45,2,1,3:58,2938,2,15,BAL,15,"Pass by Bigsby, C., complete to Gordon, R. for 14 yds. Tackle by Marston, J..",5154,21,1,YKW,15,YKW,BAL,7,7
46,2,1,3:23,2903,3,1,BAL,1,Rush by Mathias Hanyadi for 1 yds.,5154,21,1,YKW,1,YKW,BAL,7,7
47,2,1,3:12,2892,,,,,TOUCHDOWN! (Smalls (R) kick good),5154,21,1,YKW,,YKW,BAL,14,7
48,2,1,3:12,2892,,,YKW,30,"Smalls (R), D. kicks off.",5154,21,1,YKW,70,YKW,BAL,14,7
49,1,1,3:12,2892,,,,,The kick sails into the endzone.,5154,21,1,BAL,,YKW,BAL,14,7
50,1,1,3:12,2892,,,,,"Acho, M. takes it out of the endzone!",5154,21,1,BAL,,YKW,BAL,14,7
51,1,1,3:12,2892,,,BAL,12,"Kickoff of 72 yards. Returned by Acho, M. for 12 yards.",5154,21,1,BAL,88,YKW,BAL,14,7
52,1,1,3:07,2887,1,10,BAL,12,"Rush by Williams, D. for 0 yds. Tackle by Selich, A..",5154,21,1,BAL,88,YKW,BAL,14,7
