Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"de Pengu, A.",COL,10,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Drake, J.",COL,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Murder-Moose, M.",COL,7,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,13,25
"Purchase, L.",COL,6,1,0,0/0,2,1,0,0,0/0/0,0,0,0,0,13,25
"Sly, G.",COL,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Blackstone, I.",COL,4,3,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Stephens, W.",COL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Parker, P.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Smoothie, E.",COL,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Sanchez, I.",COL,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Ruschmann, A.",COL,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Gilbert, R.",COL,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,13,25
"Oles JR, T.",CHI,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Firestorm-Fjord, O.",CHI,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,13,25
"Domine, J.",CHI,6,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Shields, T.",CHI,6,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,13,25
"Hockhertz, M.",CHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"d'Alcott, R.",CHI,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"MacAndrew, H.",CHI,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Hayes, V.",CHI,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Brooks, D.",CHI,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Eller, A.",CHI,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
