Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Block, T.",AZ,1,1,5,0,3,25
"Unk, J.",AZ,1,15,5,0,3,25
"Masters, S.",AZ,1,15,0,0,3,25
"Thorbjornsson, G.",AZ,1,15,0,0,3,25
"Golladay, C.",AZ,0,0,10,0,3,25
"Raccoon, R.",AZ,0,0,5,0,3,25
"Buckley, B.",AZ,0,0,3,0,3,25
"Keppler, Z.",AZ,0,0,3,0,3,25
"Evans, H.",AZ,0,0,1,0,3,25
"Jones, J.",AZ,0,0,1,0,3,25
"Kong, F.",NY,1,5,6,0,3,25
"McDavid, L.",NY,1,5,2,0,3,25
"Winchester, H.",NY,1,2,0,0,3,25
"Kong, D.",NY,0,0,7,0,3,25
"Quail, D.",NY,0,0,5,0,3,25
"Rool, K.",NY,0,0,3,1,3,25
"Kong, C.",NY,0,0,2,0,3,25
"Bawlls, B.",NY,0,0,1,0,3,25
