Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Steele, R.",BAL,1,5,5,0,14,8
"L'Alto, V.",BAL,1,5,0,0,14,8
"Marmeladov, V.",BAL,1,5,0,0,14,8
"Diggler, D.",BAL,0,0,6,0,14,8
"Grey, S.",BAL,0,0,5,0,14,8
"Jeremy, R.",BAL,0,0,2,0,14,8
"Star, L.",BAL,0,0,2,0,14,8
"Taylor, O.",BAL,0,0,1,0,14,8
"Knuckler, B.",COL,1,5,7,1,14,8
"Aaron, D.",COL,1,5,0,0,14,8
"Erikson, V.",COL,1,5,0,0,14,8
"Miller, H.",COL,1,5,0,0,14,8
"Ruckus, B.",COL,1,5,0,0,14,8
"Sandoval, A.",COL,1,15,0,0,14,8
"Vibrations, F.",COL,0,0,5,0,14,8
"Wagner, R.",COL,0,0,2,1,14,8
"Down, D.",COL,0,0,1,2,14,8
"Windchesthair, A.",COL,0,0,1,2,14,8
"Kroetch, D.",COL,0,0,1,0,14,8
"O'Sullivan, S.",COL,0,0,1,0,14,8
