Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Aaron, D.",COL,6,111,18.5,42,1,11,11
"Cansino, D.",COL,4,27,6.8,8,0,11,11
"Grau, M.",COL,4,23,5.8,9,0,11,11
"North, F.",COL,3,77,25.7,42,0,11,11
"Miller, H.",COL,3,60,20,32,0,11,11
"Chipmunk, A.",COL,3,15,5,8,0,11,11
"Wheat, B.",COL,1,11,11,11,0,11,11
"Law, C.",NO,7,68,9.7,22,0,11,11
"Fyodorovich, V.",NO,6,85,14.2,40,0,11,11
"Smallwood, D.",NO,6,26,4.3,7,0,11,11
"DiMirio, P.",NO,5,81,16.2,32,1,11,11
"LeClair, A.",NO,4,57,14.2,22,0,11,11
"Yobanna-Kanayochukwu, C.",NO,2,4,2,3,0,11,11
