Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Abernathy, K.",OCO,1,12,0,0,7,19
"Lazer-Eyes, G.",OCO,1,4,0,0,7,19
"Lovote, M.",OCO,1,10,0,0,7,19
"Wokkenfuss, G.",OCO,0,0,5,0,7,19
"Johns, A.",OCO,0,0,3,0,7,19
"Pak, Y.",OCO,0,0,2,0,7,19
"Tony, P.",OCO,0,0,2,0,7,19
"Reed, A.",OCO,0,0,1,1,7,19
"Harrison, H.",OCO,0,0,1,0,7,19
"Castle, S.",BAL,2,9,0,0,7,19
"Sauce, E.",BAL,2,10,0,0,7,19
"Poopsie, D.",BAL,1,15,0,0,7,19
"Vassallo, S.",BAL,1,5,0,0,7,19
"Steele, R.",BAL,0,0,7,0,7,19
"Grey, S.",BAL,0,0,6,2,7,19
"Jeremy, R.",BAL,0,0,4,0,7,19
"Star, L.",BAL,0,0,4,0,7,19
"Diggler, D.",BAL,0,0,2,0,7,19
"Bigby, L.",BAL,0,0,1,0,7,19
"L'Alto, V.",BAL,0,0,1,0,7,19
"Pancakes, P.",BAL,0,0,1,0,7,19
