Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Fyodorovich, V.",NO,6,114,19,41,1,7,13
"Swift, T.",NO,6,90,15,34,0,7,13
"DiMirio, P.",NO,6,32,5.3,8,1,7,13
"Hasselhoff, F.",NO,5,54,10.8,18,1,7,13
"Halvorsen, T.",NO,3,58,19.3,35,0,7,13
"Danielsson, A.",NO,1,6,6,6,0,7,13
"Danger, H.",NO,1,4,4,4,0,7,13
"L'Alto, V.",COL,8,142,17.8,45,0,7,13
"Miller, H.",COL,5,83,16.6,32,0,7,13
"Bishop, J.",COL,3,33,11,12,0,7,13
"Grau, M.",COL,3,7,2.3,5,0,7,13
"Chipmunk, A.",COL,2,14,7,9,0,7,13
"LaMelllana, S.",COL,2,11,5.5,6,0,7,13
"Cansino, D.",COL,1,4,4,4,1,7,13
