Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Kalilmoku, I.",PHI,2,10,0,0,1,16
"McGwire, A.",PHI,2,20,0,0,1,16
"Hank, F.",PHI,1,10,1,1,1,16
"Boija, F.",PHI,1,5,0,0,1,16
"Tyler, J.",PHI,0,0,5,0,1,16
"Van Buren, M.",PHI,0,0,5,0,1,16
"Fillmore, M.",PHI,0,0,4,0,1,16
"Arthur, C.",PHI,0,0,2,0,1,16
"Brannigan, Z.",PHI,0,0,2,0,1,16
"Hayes, R.",PHI,0,0,2,0,1,16
"Jones, V.",PHI,0,0,2,0,1,16
"Knurtsson, K.",COL,1,5,0,0,1,16
"Marrett, O.",COL,1,5,0,0,1,16
"Sachs, J.",COL,1,15,0,0,1,16
"Tackle, L.",COL,0,0,6,0,1,16
"Guard, R.",COL,0,0,3,0,1,16
"Tackle, R.",COL,0,0,2,1,1,16
"Crindy, B.",COL,0,0,0,1,1,16
"Taffy, T.",COL,0,0,0,1,1,16
