Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Arianlacher, M.",YKW,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Quaid, D.",YKW,6,0,0,0/0,1,0,0,0,1/0/0,0,1,0,0,4,26
"Slammu, B.",YKW,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Foster, D.",YKW,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Alexander, N.",YKW,3,0,2,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Cho, J.",YKW,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Hellzapoppin, J.",YKW,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Leonard, M.",YKW,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Money, P.",YKW,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Valdyr, M.",YKW,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"McJimmerson, D.",YKW,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"FootballLeague, N.",COL,11,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Murder-Moose, M.",COL,10,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Smoothie, E.",COL,9,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"de Pengu, A.",COL,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,4,26
"Vuxta, R.",COL,6,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Drake, J.",COL,5,0,0,0/1,1,0,0,0,0/0/0,1,0,0,0,4,26
"Purchase, L.",COL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Ruschmann, A.",COL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Blackstone, I.",COL,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"Edd, B.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
"McFredbeard, R.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,4,26
