Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Thomaslacher, B.",AUS,13,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Alexander-Arnold, B.",AUS,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Porter, G.",AUS,8,0,1,0/0,3,0,0,0,0/0/0,0,0,0,0,9,26
"MacGregor, G.",AUS,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Mendoza, C.",AUS,7,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,9,26
"Crooks, L.",AUS,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Bowie, M.",AUS,4,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Claxton, S.",AUS,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Egghands, T.",AUS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Keiki-Kane, M.",AUS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Montain, T.",AUS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Blanco, B.",BER,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Quinn, A.",BER,7,0,1,1/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Jones, S.",BER,5,0,0,0/1,1,0,0,0,0/0/0,1,0,0,0,9,26
"Lenkins, J.",BER,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"McCringleberry, H.",BER,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"McMullet, B.",BER,4,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Miller II, C.",BER,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"Schell, A.",BER,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,9,26
"Krause, M.",BER,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,9,26
"Steel, H.",BER,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
"VonPebbles, M.",BER,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,9,26
