Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Alexander-Arnold, B.",AUS,1,2,0,0,9,26
"Quigley, C.",AUS,0,0,4,0,9,26
"Saurus, A.",AUS,0,0,4,0,9,26
"Saurus, B.",AUS,0,0,4,0,9,26
"McKenzie, S.",AUS,0,0,2,1,9,26
"Saurus, S.",AUS,0,0,2,0,9,26
"Jones, K.",AUS,0,0,1,0,9,26
"Watts, Z.",AUS,0,0,1,0,9,26
"Blanco, B.",BER,1,5,0,0,9,26
"Cash Jr., S.",BER,1,5,0,0,9,26
"Matthews, D.",BER,1,5,0,0,9,26
"Wall, D.",BER,0,0,5,0,9,26
"Wall, G.",BER,0,0,4,0,9,26
"Wall, J.",BER,0,0,4,0,9,26
"Boyd, C.",BER,0,0,3,0,9,26
"Dolls, B.",BER,0,0,3,0,9,26
"Skiuuup, C.",BER,0,0,3,0,9,26
"Petrongolo, J.",BER,0,0,1,0,9,26
"Adyan, A.",BER,0,0,0,1,9,26
