Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Selich, A.",YKW,12,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,7,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kearse, J.",YKW,3,0,1,1/0,0,0,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lewis, L.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Uchiha, L.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,0,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Acho, M.",BAL,17,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,12,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Castle, S.",BAL,11,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Asipi III, A.",BAL,6,0,0,0/0,4,0,0,0,"[0, 0, 0]"
"Terim, F.",BAL,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Poopsie, D.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harris, B.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jimbo, D.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Vassallo, S.",BAL,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Star, L.",BAL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
