Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Guard, R.",COL,1,5,4,0,8,17
"Crindy, B.",COL,1,10,3,0,8,17
"Palmer, J.",COL,1,10,1,0,8,17
"Thumper, B.",COL,1,5,0,0,8,17
"Tackle, L.",COL,0,0,6,1,8,17
"Taffy, T.",COL,0,0,3,0,8,17
"Tackle, R.",COL,0,0,2,1,8,17
"Guard, L.",COL,0,0,2,0,8,17
"Ones, B.",YKW,1,13,2,1,8,17
"Leaf Jr., R.",YKW,1,5,0,0,8,17
"Rchonsucks, A.",YKW,0,0,5,0,8,17
"Pooky, S.",YKW,0,0,4,0,8,17
"Mushing, M.",YKW,0,0,3,0,8,17
"Amper, T.",YKW,0,0,1,0,8,17
"Canton, J.",YKW,0,0,1,0,8,17
"Marshall, M.",YKW,0,0,1,0,8,17
