Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Biggums, T.",OCO,10,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Deck, I.",OCO,8,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,4,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Beerus, L.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jones, D.",OCO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Vegeta, P.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Edd, B.",OCO,2,0,1,1/0,0,0,0,0,"[0, 0, 0]"
"Boucher, B.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,13,0,0,0/0,1,1,0,1,"[0, 0, 0]"
"Sexjoke, A.",AUS,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Idlewyld, K.",AUS,6,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"MacGregor, G.",AUS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Okura, T.",AUS,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Mendoza, C.",AUS,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Summers, H.",AUS,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Egghands, T.",AUS,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"McTackle, R.",AUS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cole, E.",AUS,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
