Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Amper, T.",YKW,1,10,3,1,6,24
"Forty-Two, L.",YKW,0,0,6,0,6,24
"Ones, B.",YKW,0,0,5,0,6,24
"Hanyadi, M.",YKW,0,0,4,0,6,24
"Rechs, Z.",YKW,0,0,3,0,6,24
"Rchonsucks, A.",YKW,0,0,2,0,6,24
"Skyline, A.",YKW,0,0,2,0,6,24
"Bur'Berry, J.",AZ,1,10,0,0,6,24
"Masters, S.",AZ,1,5,0,0,6,24
"Passmann, T.",AZ,1,5,0,0,6,24
"Petrongolo, J.",AZ,1,10,0,0,6,24
"Jones, J.",AZ,0,0,4,0,6,24
"Unk, J.",AZ,0,0,4,0,6,24
"Block, T.",AZ,0,0,3,1,6,24
"Buckley, B.",AZ,0,0,3,0,6,24
"Keppler, Z.",AZ,0,0,2,0,6,24
"Golladay, C.",AZ,0,0,1,0,6,24
"Evans, H.",AZ,0,0,0,1,6,24
