Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Dodggy, B.",SJS,1,10,3,0,10,18
"Justice, T.",SJS,1,5,0,0,10,18
"Riposte, F.",SJS,1,5,0,0,10,18
"Tuck, J.",SJS,1,5,0,0,10,18
"Wozniak, J.",SJS,1,5,0,0,10,18
"Lee, B.",SJS,0,0,7,0,10,18
"Johnson, R.",SJS,0,0,6,0,10,18
"Bot, B.",SJS,0,0,5,0,10,18
"Pancake, P.",SJS,0,0,4,1,10,18
"Olsen, C.",SJS,0,0,3,0,10,18
"Orosz, C.",SJS,0,0,2,0,10,18
"Pest, T.",SJS,0,0,2,0,10,18
"Acho, M.",BAL,1,5,0,0,10,18
"Green, W.",BAL,1,10,0,0,10,18
"Poopsie, D.",BAL,1,5,0,0,10,18
"Star, L.",BAL,0,0,5,0,10,18
"Diggler, D.",BAL,0,0,3,0,10,18
"Grey, S.",BAL,0,0,3,0,10,18
"Steele, R.",BAL,0,0,3,0,10,18
"Bigby, L.",BAL,0,0,2,0,10,18
"Jeremy, R.",BAL,0,0,2,0,10,18
"L'Alto, V.",BAL,0,0,1,0,10,18
