Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Willie, T.",BAL,2,10,0,0,2,4
"Diggler, D.",BAL,1,10,8,0,2,4
"Steele, R.",BAL,0,0,5,1,2,4
"Jeremy, R.",BAL,0,0,4,0,2,4
"Grey, S.",BAL,0,0,3,1,2,4
"Taylor, O.",BAL,0,0,3,0,2,4
"Koch, D.",BAL,0,0,1,0,2,4
"Star, L.",BAL,0,0,1,0,2,4
"Hansen, A.",SJS,2,20,0,0,2,4
"McKoutchie, M.",SJS,1,5,4,0,2,4
"Brill, J.",SJS,1,5,0,0,2,4
"Miller, D.",SJS,1,5,0,0,2,4
"Orosz, C.",SJS,1,5,0,0,2,4
"Tacktheritrix, J.",SJS,0,0,3,2,2,4
"Rucker, F.",SJS,0,0,3,0,2,4
"Tech, G.",SJS,0,0,3,0,2,4
"Yates, J.",SJS,0,0,3,0,2,4
"Probincrux III, D.",SJS,0,0,2,1,2,4
"Bottles, B.",SJS,0,0,1,0,2,4
"Diaz, D.",SJS,0,0,1,0,2,4
