Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Mango-Panda, H.",SAR,8,0,0,0,0,0,0,0,0,0,0,0,11,23
"Knight, L.",SAR,7,0,0,0,0,0,0,0,0,0,0,0,11,23
"Dillmiballs, F.",SAR,6,0,1,0,0,0,0,0,0,0,0,0,11,23
"Nkiah, J.",SAR,6,0,0,2,1,0,0,0,0,0,0,0,11,23
"Andrews, J.",SAR,4,0,0,1,0,0,0,0,0,0,0,0,11,23
"Beat, N.",SAR,3,0,0,0,0,0,0,0,0,0,0,0,11,23
"Goku, S.",SAR,3,0,1,0,0,0,0,0,0,0,0,0,11,23
"Clemente, C.",SAR,2,0,1,0,0,0,0,0,0,0,0,0,11,23
"d'Alcott, R.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,11,23
"Karpaasi, M.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,11,23
"Ocewilder, S.",SAR,1,0,1,0,0,0,0,0,0,0,0,0,11,23
"Summers, H.",AUS,9,0,0,0,0,0,0,0,0,0,0,0,11,23
"Edmond, H.",AUS,8,0,0,1,0,0,0,0,0,0,0,0,11,23
"MacGregor, G.",AUS,6,0,0,1,1,0,0,0,0,0,0,0,11,23
"Claxton, S.",AUS,5,2,0,0,0,0,0,0,0,0,0,0,11,23
"Egghands, T.",AUS,4,1,0,0,0,0,0,0,0,0,0,0,11,23
"Okura, T.",AUS,4,0,1,1,0,0,0,0,0,0,0,0,11,23
"Idlewyld, K.",AUS,3,0,1,0,0,0,0,0,0,0,0,0,11,23
"McTackle, R.",AUS,2,0,0,0,0,0,0,0,0,0,0,0,11,23
"Porter, G.",AUS,2,0,1,0,0,0,0,0,0,0,0,0,11,23
"Lavelle Jr., D.",AUS,1,0,0,1,1,0,0,0,0,0,0,0,11,23
"Mendoza, C.",AUS,1,0,0,1,0,0,0,0,0,0,0,0,11,23
"Sexjoke, A.",AUS,1,0,0,0,0,0,0,0,0,0,0,0,11,23
