Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Ridley, X.",NO,8,0,0,1/0,1,0,0,0,"[0, 0, 0]"
"Slothface, J.",NO,8,0,3,0/0,0,0,0,0,"[0, 0, 0]"
"Bode, Q.",NO,5,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Swift, T.",NO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rector, D.",NO,3,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Taylor, D.",NO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Andrews, J.",NO,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Ironside, B.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Faux, B.",NO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bakshi, S.",AUS,15,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,15,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",AUS,14,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Wizardry, D.",AUS,7,2,1,0/1,0,0,0,0,"[0, 0, 0]"
"Howyanow, W.",AUS,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Okura, T.",AUS,5,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Bradberton, J.",AUS,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Adams, X.",AUS,2,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Kuusela, G.",AUS,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mendonca, M.",AUS,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
