Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Crocker, B.",LV,2,15,0,0,10,2
"Long, L.",LV,1,10,3,0,10,2
"Tebow, T.",LV,1,10,2,1,10,2
"Bercovici, J.",LV,1,5,0,0,10,2
"Cobb, K.",LV,1,5,0,0,10,2
"Shoate, T.",LV,1,5,0,0,10,2
"Stropko, B.",LV,1,10,0,0,10,2
"Weal, J.",LV,0,0,5,1,10,2
"Jefferspin, S.",LV,0,0,3,1,10,2
"Savea, A.",LV,0,0,2,0,10,2
"Bigboy19, Z.",LV,0,0,1,0,10,2
"Dodggy, B.",PHI,1,5,3,0,10,2
"Hendrix, M.",PHI,1,5,1,1,10,2
"Krimlaw, A.",PHI,1,5,0,0,10,2
"Taylor, G.",PHI,1,5,0,0,10,2
"Tucker, P.",PHI,1,10,0,0,10,2
"Von Gerhardt, O.",PHI,1,5,0,0,10,2
"Danvers, J.",PHI,0,0,2,2,10,2
"Boyd, M.",PHI,0,0,2,0,10,2
"Jensen, R.",PHI,0,0,2,0,10,2
"Bennett, A.",PHI,0,0,1,1,10,2
"DiMirio, P.",PHI,0,0,1,0,10,2
"Wright, O.",PHI,0,0,1,0,10,2
