Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Stormblessed, N.",LV,5,44,8.8,20,0,10,2
"Rocket, J.",LV,4,50,12.5,21,0,10,2
"LeClair, A.",LV,4,49,12.2,24,1,10,2
"Tenzini, G.",LV,4,27,6.8,8,0,10,2
"Larsendorf, R.",LV,2,15,7.5,11,0,10,2
"Lecavalier, R.",LV,1,14,14,14,0,10,2
"Savea, A.",LV,1,13,13,13,0,10,2
"Cobb, K.",LV,1,6,6,6,0,10,2
"North, F.",PHI,8,105,13.1,31,2,10,2
"DiMirio, P.",PHI,5,26,5.2,9,0,10,2
"Kroetch, D.",PHI,4,24,6,8,0,10,2
"Washington, W.",PHI,2,22,11,19,0,10,2
"Mason, H.",PHI,2,11,5.5,6,0,10,2
"Jensen, R.",PHI,1,7,7,7,0,10,2
"Wright, O.",PHI,1,1,1,1,0,10,2
