Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Storm, J.",OCO,10,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Vegeta, P.",OCO,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lazer-Eyes, G.",OCO,7,2,1,0/0,0,0,0,0,"[0, 0, 0]"
"Boucher, B.",OCO,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Dream, K.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,3,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Ginsberg, D.",OCO,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Eagle, R.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bode, Q.",NO,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Adams, X.",NO,8,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Slothface, J.",NO,8,0,1,0/0,3,0,0,0,"[0, 0, 0]"
"Andrews, J.",NO,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Blaylock, M.",NO,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, D.",NO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Arianlacher, M.",NO,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ironside, B.",NO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Rector, D.",NO,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Tu'inukuafe, B.",NO,2,2,0,0/0,0,0,0,0,"[0, 0, 0]"
