Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Flimjollywop, S.",LV,1,5,0,0,13,2
"Shoate, T.",LV,1,14,0,0,13,2
"Jefferspin, S.",LV,0,0,6,0,13,2
"Tebow, T.",LV,0,0,6,0,13,2
"Long, L.",LV,0,0,3,2,13,2
"Lamoreux, F.",LV,0,0,2,0,13,2
"Tenzini, G.",LV,0,0,2,0,13,2
"Weal, J.",LV,0,0,0,1,13,2
"Brownce, B.",SJS,2,20,3,1,13,2
"Durden, J.",SJS,2,10,1,0,13,2
"Brill, J.",SJS,2,10,0,0,13,2
"Miller, D.",SJS,2,5,0,0,13,2
"Weston, S.",SJS,2,10,0,0,13,2
"Yates, J.",SJS,1,10,4,1,13,2
"Cameron, J.",SJS,1,5,0,0,13,2
"Diaz, D.",SJS,1,15,0,0,13,2
"Selich, A.",SJS,1,15,0,0,13,2
"Wheat, B.",SJS,1,5,0,0,13,2
"Bottles, B.",SJS,0,0,5,0,13,2
"Longshaw, B.",SJS,0,0,4,0,13,2
"Sharp, B.",SJS,0,0,3,0,13,2
"Sharpei, V.",SJS,0,0,1,0,13,2
