Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Taffy, T.",COL,6,62,10.3,22,0,3,18
"King, A.",COL,5,47,9.4,17,0,3,18
"Bishop, J.",COL,2,23,11.5,16,0,3,18
"Vincent, M.",COL,2,8,4,6,0,3,18
"Damian-Luna, B.",COL,1,14,14,14,0,3,18
"Pennington, B.",COL,1,8,8,8,0,3,18
"Forty-Two, L.",COL,1,7,7,7,0,3,18
"Oles, K.",CHI,6,90,15,28,1,3,18
"Harp, D.",CHI,6,32,5.3,8,0,3,18
"Brown, M.",CHI,5,62,12.4,35,0,3,18
"Hasselhoff, F.",CHI,3,24,8,10,0,3,18
"Smith, W.",CHI,2,16,8,9,0,3,18
"Danielsson, A.",CHI,1,6,6,6,0,3,18
"Utler, J.",CHI,1,6,6,6,0,3,18
