Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Becker, K.",PHI,13,1,0,0,0,0,0,0,0,0,0,0,1,12
"Felix, L.",PHI,11,0,0,0,0,0,0,0,0,0,0,0,1,12
"Marchand, J.",PHI,9,0,0,0,0,0,0,0,0,0,0,0,1,12
"Cobalt, R.",PHI,7,0,1,0,0,0,0,0,0,0,0,0,1,12
"Garnett, L.",PHI,7,0,0,2,0,0,0,0,0,0,0,0,1,12
"Cox III, J.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,1,12
"Robertson, A.",PHI,3,0,0,1,1,0,1,0,0,0,0,0,1,12
"Saul, C.",PHI,3,0,1,0,0,0,0,0,0,0,0,0,1,12
"Kalilmoku, I.",PHI,1,0,0,0,0,0,0,0,0,0,0,0,1,12
"Weathers III, B.",PHI,1,0,0,0,0,0,0,0,0,0,0,0,1,12
"Roenick, A.",BAL,8,0,0,2,1,0,0,1,0,0,0,0,1,12
"Schneider, D.",BAL,5,0,0,0,0,0,0,0,0,0,0,0,1,12
"Arnold, D.",BAL,5,0,0,3,2,0,0,1,0,0,0,0,1,12
"Joshua, C.",BAL,5,0,1,0,0,0,0,0,0,0,0,0,1,12
"Mbanefo, K.",BAL,5,1,0,0,0,0,0,0,0,0,0,0,1,12
"Trout, C.",BAL,4,0,0,0,0,0,0,0,2,0,0,0,1,12
"Fletcher, G.",BAL,3,0,0,0,0,0,0,0,0,0,0,0,1,12
"Wojcik, B.",BAL,3,1,0,0,0,0,0,0,0,0,0,0,1,12
"Kuusela, G.",BAL,2,0,0,0,0,0,0,0,0,0,0,0,1,12
"Oats, S.",BAL,2,0,0,0,0,0,0,0,0,0,0,0,1,12
"Hobbs, J.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,1,12
