Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Rubbe, G.",NO,1,5,8,0,4,21
"Ulysses, B.",NO,1,5,3,0,4,21
"Room, W.",NO,0,0,3,0,4,21
"Brew, S.",NO,0,0,2,0,4,21
"Gump, F.",NO,0,0,1,0,4,21
"Ofyourlove, S.",NO,0,0,1,0,4,21
"Vincent, M.",COL,1,5,1,0,4,21
"Blackstone, I.",COL,1,5,0,0,4,21
"Purchase, L.",COL,1,15,0,0,4,21
"Thumper, B.",COL,1,5,0,0,4,21
"Tackle, R.",COL,0,0,7,0,4,21
"Guard, L.",COL,0,0,5,0,4,21
"Centre, S.",COL,0,0,2,1,4,21
"Guard, R.",COL,0,0,2,0,4,21
"Sauce, E.",COL,0,0,2,0,4,21
"Owens, A.",COL,0,0,1,0,4,21
