Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Knight, L.",SAR,6,0,0,1,0,0,0,0,0,0,0,0,5,22
"Mango-Panda, H.",SAR,6,0,0,1,0,0,0,0,0,0,0,0,5,22
"Dillmiballs, F.",SAR,5,0,1,2,0,0,0,0,0,0,0,0,5,22
"Rok, R.",SAR,4,0,0,0,0,0,0,0,0,0,0,0,5,22
"Andrews, J.",SAR,3,0,0,2,0,0,0,0,0,0,0,0,5,22
"Beat, N.",SAR,3,0,1,0,0,0,0,0,0,0,0,0,5,22
"Franchet, M.",SAR,3,0,1,0,0,0,0,0,0,0,0,0,5,22
"Nkiah, J.",SAR,3,0,0,0,0,0,0,0,0,0,0,0,5,22
"Ocewilder, S.",SAR,1,0,0,0,0,0,0,0,0,0,0,0,5,22
"Riposte, F.",SAR,1,1,0,0,0,0,0,0,0,0,0,0,5,22
"Frost, D.",SAR,0,0,0,0,0,0,0,0,0,0,0,0,5,22
"Hockhertz, M.",CHI,15,0,1,0,0,0,0,0,0,0,0,0,5,22
"Bayley Jr., B.",CHI,8,0,0,0,0,0,0,0,0,0,0,0,5,22
"MacAndrew, H.",CHI,8,0,0,0,0,0,0,0,0,0,0,0,5,22
"Mack, M.",CHI,7,0,0,0,0,0,0,0,0,0,0,0,5,22
"Tucker Jr., P.",CHI,6,2,0,1,0,0,0,0,0,0,0,0,5,22
"Skarsgard, T.",CHI,5,0,1,0,0,0,0,0,0,0,0,0,5,22
"Firestorm-Fjord, O.",CHI,4,0,0,1,0,0,0,0,0,0,0,0,5,22
"Vassallo, S.",CHI,3,3,0,0,0,0,0,0,0,0,0,0,5,22
"Works, S.",CHI,3,1,0,0,0,0,0,0,0,0,0,0,5,22
"Ridley, X.",CHI,2,0,0,2,1,0,0,0,0,0,0,0,5,22
"Smirh, J.",CHI,1,0,0,0,0,0,0,0,0,0,0,0,5,22
