Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"DiMirio, P.",NO,7,74,10.6,24,1,9,13
"Fyodorovich, V.",NO,5,100,20,30,0,9,13
"Hasselhoff, F.",NO,3,24,8,11,1,9,13
"Swift, T.",NO,2,13,6.5,8,0,9,13
"Wright, R.",NO,2,13,6.5,7,0,9,13
"Halvorsen, T.",NO,1,8,8,8,0,9,13
"Danger, H.",NO,1,4,4,4,0,9,13
"Harp, D.",BAL,14,168,12,43,2,9,13
"Nagasawa, Y.",BAL,9,95,10.6,22,0,9,13
"Maddox, E.",BAL,7,112,16,30,0,9,13
"Valentine, V.",BAL,5,114,22.8,61,0,9,13
"Trevor, C.",BAL,4,25,6.2,9,0,9,13
"Taylor, O.",BAL,2,-1,-0.5,0,0,9,13
