Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Bur'Berry, J.",AZ,1,15,0,0,2,21
"Culbertson, R.",AZ,1,5,0,0,2,21
"Miller, P.",AZ,1,5,0,0,2,21
"Morris, R.",AZ,1,15,0,0,2,21
"Smart, M.",AZ,1,15,0,0,2,21
"Chungus, M.",AZ,0,0,5,0,2,21
"One, O.",AZ,0,0,4,0,2,21
"Arbage, G.",AZ,0,0,3,0,2,21
"Block, T.",AZ,0,0,3,0,2,21
"Two, T.",AZ,0,0,3,0,2,21
"Irving, J.",AZ,0,0,1,0,2,21
"Ruff, R.",AZ,0,0,1,0,2,21
"McTackle, R.",AUS,3,25,0,0,2,21
"Fassingit, H.",AUS,1,9,0,0,2,21
"Jensen, C.",AUS,1,7,0,0,2,21
"Sexjoke, A.",AUS,1,5,0,0,2,21
"A'Barelyanything, L.",AUS,0,0,8,1,2,21
"A'Little, L.",AUS,0,0,3,0,2,21
"Beaver-Dantes, E.",AUS,0,0,3,0,2,21
"Mendonca, M.",AUS,0,0,3,0,2,21
"Larson, P.",AUS,0,0,2,1,2,21
"A'Moderateamount, L.",AUS,0,0,2,0,2,21
"Blockit, I.",AUS,0,0,2,0,2,21
"A'Ton, L.",AUS,0,0,1,0,2,21
