Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Down, D.",COL,2,10,7,1,8,5
"Sandoval, A.",COL,1,5,0,0,8,5
"Windchesthair, A.",COL,0,0,3,1,8,5
"Bastard, F.",COL,0,0,3,0,8,5
"Knuckler, B.",COL,0,0,1,1,8,5
"Vibrations, F.",COL,0,0,1,1,8,5
"Crush, C.",COL,0,0,1,0,8,5
"Farlane, D.",COL,0,0,1,0,8,5
"Davis, A.",AZ,2,20,0,0,8,5
"Bombadil, T.",AZ,1,5,6,0,8,5
"Took, B.",AZ,1,10,5,0,8,5
"Browning, B.",AZ,1,15,0,0,8,5
"Chess, C.",AZ,1,5,0,0,8,5
"Ramrio, M.",AZ,1,5,0,0,8,5
"Dunedain, H.",AZ,0,0,7,0,8,5
"Law, C.",AZ,0,0,4,0,8,5
"Halfelven, E.",AZ,0,0,3,0,8,5
"Beard, T.",AZ,0,0,2,1,8,5
"Wright, O.",AZ,0,0,1,0,8,5
