Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Hilliard, R.",SJS,10,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,7,25
"Stein, P.",SJS,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Fisher, G.",SJS,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Brackenridge, T.",SJS,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Crowder, R.",SJS,5,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Bass, L.",SJS,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"PickSix, H.",SJS,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,25
"Allen, O.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Cloudera, Y.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Vaughne, R.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Lanier, B.",SJS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Drake, J.",COL,14,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,25
"de Pengu, A.",COL,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Blackstone, I.",COL,5,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Murder-Moose, M.",COL,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,25
"Smoothie, E.",COL,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Stephens, W.",COL,5,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Parker, P.",COL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Purchase, L.",COL,4,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,7,25
"Sly, G.",COL,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,7,25
"Ruschmann, A.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Sanchez, I.",COL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
"Scott, R.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,7,25
