Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Jefferson, L.",ARI,8,109,13.6,27,2,8,1
"Stormblessed, N.",ARI,6,105,17.5,34,1,8,1
"Tkachuk, J.",ARI,3,24,8,11,0,8,1
"Newman, M.",ARI,2,21,10.5,14,0,8,1
"Bronko, K.",ARI,2,18,9,11,0,8,1
"Durden, J.",ARI,2,15,7.5,11,1,8,1
"Mackworthy, R.",ARI,1,9,9,9,0,8,1
"Tenzini, G.",BAL,3,34,11.3,15,0,8,1
"West, D.",BAL,3,33,11,17,0,8,1
"Lecavalier, R.",BAL,2,20,10,13,0,8,1
"Novel, L.",BAL,2,19,9.5,11,0,8,1
"Christmas, C.",BAL,1,11,11,11,0,8,1
"Robinson, M.",BAL,1,4,4,4,0,8,1
