Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Stormblessed, N.",ARI,3,25,0,0,8,1
"Rashad, I.",ARI,2,30,0,0,8,1
"Sharp, B.",ARI,1,5,5,0,8,1
"Pest, T.",ARI,1,5,1,3,8,1
"Bronko, K.",ARI,1,5,0,0,8,1
"Durden, J.",ARI,1,5,0,0,8,1
"Tuck, J.",ARI,1,15,0,0,8,1
"Bigboy4, Z.",ARI,0,0,2,0,8,1
"Jefferspin, S.",ARI,0,0,2,0,8,1
"Mackworthy, R.",ARI,0,0,1,0,8,1
"Newman, M.",ARI,0,0,1,0,8,1
"Thomas, A.",ARI,0,0,1,0,8,1
"Christmas, C.",BAL,2,10,0,0,8,1
"Sharpei, V.",BAL,1,8,2,1,8,1
"Tenzini, G.",BAL,1,15,1,1,8,1
"Harrison, S.",BAL,1,5,0,0,8,1
"Peterson, M.",BAL,1,5,0,0,8,1
"Piper, W.",BAL,1,12,0,0,8,1
"Bigboy1, Z.",BAL,0,0,4,1,8,1
"Weal, J.",BAL,0,0,4,0,8,1
"Bigboy12, Z.",BAL,0,0,3,1,8,1
"Bigboy10, Z.",BAL,0,0,1,0,8,1
